Logging to ./LLM_train_results/PPO_LLM_Env-v0_MultiInputPolicy_lr0.001_ns30_bs256_ep10_ia0_el4_ftno_shot_20250326-102803
------------------------------------
| env/                  |          |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.0336     |
|    value_loss           | 0.0831      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 170         |
|    n_steps              | 270         |
| rollout/                |             |
|    ep_len_mean          | 1.62        |
|    ep_rew_mean          | -0.157      |
|    success_rate         | 0.85        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 9           |
|    time_elapsed         | 314         |
|    total_timesteps      | 270         |
| train/                  |             |
|    approx_kl            | 0.021842642 |
|    clip_fraction        | 0.11        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.73       |
|    explained_variance   | 0.467       |
|    learning_rate        | 0.001       |
|    loss                 | -0.0384     |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.0329     |
|    value_loss           | 0.0875      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 189         |
|    n_steps              | 300         |
| rollout/                |             |
|    ep_len_mean          | 1.62        |
|    ep_rew_mean          | -0.166      |
|    success_rate         | 0.84        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 10          |
|    time_elapsed         | 345         |
|    total_timesteps      | 300         |
| train/                  |             |
|    approx_kl            | 0.011491483 |
|    clip_fraction        | 0.0967      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.7        |
|    explained_variance   | -0.802      |
|    learning_rate        | 0.001       |
|    loss                 | -0.087      |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.0438     |
|    value_loss           | 0.0807      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 209         |
|    n_steps              | 330         |
| rollout/                |             |
|    ep_len_mean          | 1.56        |
|    ep_rew_mean          | -0.145      |
|    success_rate         | 0.86        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 11          |
|    time_elapsed         | 376         |
|    total_timesteps      | 330         |
| train/                  |             |
|    approx_kl            | 0.021626217 |
|    clip_fraction        | 0.18        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.76       |
|    explained_variance   | 0.11        |
|    learning_rate        | 0.001       |
|    loss                 | -0.0706     |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.042      |
|    value_loss           | 0.115       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 224         |
|    n_steps              | 360         |
| rollout/                |             |
|    ep_len_mean          | 1.63        |
|    ep_rew_mean          | -0.166      |
|    success_rate         | 0.84        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 12          |
|    time_elapsed         | 407         |
|    total_timesteps      | 360         |
| train/                  |             |
|    approx_kl            | 0.027926378 |
|    clip_fraction        | 0.17        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.73       |
|    explained_variance   | 0.00436     |
|    learning_rate        | 0.001       |
|    loss                 | -0.0391     |
|    n_updates            | 110         |
|    policy_gradient_loss | -0.0299     |
|    value_loss           | 0.146       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 243         |
|    n_steps              | 390         |
| rollout/                |             |
|    ep_len_mean          | 1.62        |
|    ep_rew_mean          | -0.166      |
|    success_rate         | 0.85        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 13          |
|    time_elapsed         | 440         |
|    total_timesteps      | 390         |
| train/                  |             |
|    approx_kl            | 0.029647581 |
|    clip_fraction        | 0.27        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.78       |
|    explained_variance   | 0.309       |
|    learning_rate        | 0.001       |
|    loss                 | -0.0671     |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.0556     |
|    value_loss           | 0.129       |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 263        |
|    n_steps              | 420        |
| rollout/                |            |
|    ep_len_mean          | 1.64       |
|    ep_rew_mean          | -0.167     |
|    success_rate         | 0.84       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 14         |
|    time_elapsed         | 474        |
|    total_timesteps      | 420        |
| train/                  |            |
|    approx_kl            | 0.06911777 |
|    clip_fraction        | 0.4        |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.82      |
|    explained_variance   | 0.246      |
|    learning_rate        | 0.001      |
|    loss                 | -0.108     |
|    n_updates            | 130        |
|    policy_gradient_loss | -0.0786    |
|    value_loss           | 0.108      |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 287         |
|    n_steps              | 450         |
| rollout/                |             |
|    ep_len_mean          | 1.5         |
|    ep_rew_mean          | -0.125      |
|    success_rate         | 0.87        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 15          |
|    time_elapsed         | 508         |
|    total_timesteps      | 450         |
| train/                  |             |
|    approx_kl            | 0.085862175 |
|    clip_fraction        | 0.313       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.86       |
|    explained_variance   | 0.121       |
|    learning_rate        | 0.001       |
|    loss                 | -0.0465     |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.0389     |
|    value_loss           | 0.0763      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 311         |
|    n_steps              | 480         |
| rollout/                |             |
|    ep_len_mean          | 1.45        |
|    ep_rew_mean          | -0.0939     |
|    success_rate         | 0.89        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 16          |
|    time_elapsed         | 555         |
|    total_timesteps      | 480         |
| train/                  |             |
|    approx_kl            | 0.047356263 |
|    clip_fraction        | 0.27        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.84       |
|    explained_variance   | 0.115       |
|    learning_rate        | 0.001       |
|    loss                 | -0.0543     |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.0392     |
|    value_loss           | 0.0395      |
-----------------------------------------
---------------------------------------
| env/                    |           |
|    completion_counter   | 0         |
|    current_idx          | 335       |
|    n_steps              | 510       |
| rollout/                |           |
|    ep_len_mean          | 1.31      |
|    ep_rew_mean          | -0.0522   |
|    success_rate         | 0.93      |
| time/                   |           |
|    fps                  | 0         |
|    iterations           | 17        |
|    time_elapsed         | 587       |
|    total_timesteps      | 510       |
| train/                  |           |
|    approx_kl            | 0.0364925 |
|    clip_fraction        | 0.2       |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.82     |
|    explained_variance   | 0.591     |
|    learning_rate        | 0.001     |
|    loss                 | -0.0978   |
|    n_updates            | 160       |
|    policy_gradient_loss | -0.0536   |
|    value_loss           | 0.019     |
---------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 356         |
|    n_steps              | 540         |
| rollout/                |             |
|    ep_len_mean          | 1.32        |
|    ep_rew_mean          | -0.0514     |
|    success_rate         | 0.93        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 18          |
|    time_elapsed         | 620         |
|    total_timesteps      | 540         |
| train/                  |             |
|    approx_kl            | 0.025631538 |
|    clip_fraction        | 0.247       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.79       |
|    explained_variance   | -0.0231     |
|    learning_rate        | 0.001       |
|    loss                 | -0.0583     |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.0352     |
|    value_loss           | 0.0699      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 371         |
|    n_steps              | 570         |
| rollout/                |             |
|    ep_len_mean          | 1.4         |
|    ep_rew_mean          | -0.0837     |
|    success_rate         | 0.91        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 19          |
|    time_elapsed         | 655         |
|    total_timesteps      | 570         |
| train/                  |             |
|    approx_kl            | 0.013068515 |
|    clip_fraction        | 0.09        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.78       |
|    explained_variance   | -0.423      |
|    learning_rate        | 0.001       |
|    loss                 | -0.0576     |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.036      |
|    value_loss           | 0.0957      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 395         |
|    n_steps              | 600         |
| rollout/                |             |
|    ep_len_mean          | 1.4         |
|    ep_rew_mean          | -0.0737     |
|    success_rate         | 0.92        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 20          |
|    time_elapsed         | 690         |
|    total_timesteps      | 600         |
| train/                  |             |
|    approx_kl            | 0.014539475 |
|    clip_fraction        | 0.0833      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.79       |
|    explained_variance   | -0.145      |
|    learning_rate        | 0.001       |
|    loss                 | -0.0218     |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.0408     |
|    value_loss           | 0.264       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 417         |
|    n_steps              | 630         |
| rollout/                |             |
|    ep_len_mean          | 1.44        |
|    ep_rew_mean          | -0.0841     |
|    success_rate         | 0.92        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 21          |
|    time_elapsed         | 727         |
|    total_timesteps      | 630         |
| train/                  |             |
|    approx_kl            | 0.028066467 |
|    clip_fraction        | 0.11        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.77       |
|    explained_variance   | -94.9       |
|    learning_rate        | 0.001       |
|    loss                 | -0.0576     |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.0458     |
|    value_loss           | 0.117       |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 441        |
|    n_steps              | 660        |
| rollout/                |            |
|    ep_len_mean          | 1.44       |
|    ep_rew_mean          | -0.0943    |
|    success_rate         | 0.91       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 22         |
|    time_elapsed         | 760        |
|    total_timesteps      | 660        |
| train/                  |            |
|    approx_kl            | 0.02817219 |
|    clip_fraction        | 0.16       |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.76      |
|    explained_variance   | 0.268      |
|    learning_rate        | 0.001      |
|    loss                 | -0.0281    |
|    n_updates            | 210        |
|    policy_gradient_loss | -0.0331    |
|    value_loss           | 0.095      |
----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 467        |
|    n_steps              | 690        |
| rollout/                |            |
|    ep_len_mean          | 1.29       |
|    ep_rew_mean          | -0.0614    |
|    success_rate         | 0.95       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 23         |
|    time_elapsed         | 794        |
|    total_timesteps      | 690        |
| train/                  |            |
|    approx_kl            | 0.04517011 |
|    clip_fraction        | 0.31       |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.72      |
|    explained_variance   | 0.155      |
|    learning_rate        | 0.001      |
|    loss                 | -0.0548    |
|    n_updates            | 220        |
|    policy_gradient_loss | -0.0637    |
|    value_loss           | 0.147      |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 492         |
|    n_steps              | 720         |
| rollout/                |             |
|    ep_len_mean          | 1.26        |
|    ep_rew_mean          | -0.0417     |
|    success_rate         | 0.97        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 24          |
|    time_elapsed         | 832         |
|    total_timesteps      | 720         |
| train/                  |             |
|    approx_kl            | 0.024705512 |
|    clip_fraction        | 0.123       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.65       |
|    explained_variance   | -13.6       |
|    learning_rate        | 0.001       |
|    loss                 | -0.076      |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.0353     |
|    value_loss           | 0.0401      |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 512        |
|    n_steps              | 750        |
| rollout/                |            |
|    ep_len_mean          | 1.27       |
|    ep_rew_mean          | -0.0467    |
|    success_rate         | 0.96       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 25         |
|    time_elapsed         | 864        |
|    total_timesteps      | 750        |
| train/                  |            |
|    approx_kl            | 0.06286049 |
|    clip_fraction        | 0.41       |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.42      |
|    explained_variance   | -19.8      |
|    learning_rate        | 0.001      |
|    loss                 | -0.082     |
|    n_updates            | 240        |
|    policy_gradient_loss | -0.0589    |
|    value_loss           | 0.017      |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 528         |
|    n_steps              | 780         |
| rollout/                |             |
|    ep_len_mean          | 1.33        |
|    ep_rew_mean          | -0.0666     |
|    success_rate         | 0.94        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 26          |
|    time_elapsed         | 897         |
|    total_timesteps      | 780         |
| train/                  |             |
|    approx_kl            | 0.028693669 |
|    clip_fraction        | 0.19        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.33       |
|    explained_variance   | -0.0909     |
|    learning_rate        | 0.001       |
|    loss                 | -0.00707    |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.0422     |
|    value_loss           | 0.159       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 548         |
|    n_steps              | 810         |
| rollout/                |             |
|    ep_len_mean          | 1.43        |
|    ep_rew_mean          | -0.0986     |
|    success_rate         | 0.91        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 27          |
|    time_elapsed         | 941         |
|    total_timesteps      | 810         |
| train/                  |             |
|    approx_kl            | 0.013767191 |
|    clip_fraction        | 0.09        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.36       |
|    explained_variance   | 0.0535      |
|    learning_rate        | 0.001       |
|    loss                 | -0.00153    |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.038      |
|    value_loss           | 0.216       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 571         |
|    n_steps              | 840         |
| rollout/                |             |
|    ep_len_mean          | 1.46        |
|    ep_rew_mean          | -0.109      |
|    success_rate         | 0.9         |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 28          |
|    time_elapsed         | 981         |
|    total_timesteps      | 840         |
| train/                  |             |
|    approx_kl            | 0.028287675 |
|    clip_fraction        | 0.127       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.25       |
|    explained_variance   | 0.192       |
|    learning_rate        | 0.001       |
|    loss                 | -0.022      |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.0369     |
|    value_loss           | 0.172       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 594         |
|    n_steps              | 870         |
| rollout/                |             |
|    ep_len_mean          | 1.47        |
|    ep_rew_mean          | -0.12       |
|    success_rate         | 0.88        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 29          |
|    time_elapsed         | 1015        |
|    total_timesteps      | 870         |
| train/                  |             |
|    approx_kl            | 0.031857144 |
|    clip_fraction        | 0.197       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.27       |
|    explained_variance   | 0.283       |
|    learning_rate        | 0.001       |
|    loss                 | -0.052      |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.0408     |
|    value_loss           | 0.0722      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 616         |
|    n_steps              | 900         |
| rollout/                |             |
|    ep_len_mean          | 1.4         |
|    ep_rew_mean          | -0.105      |
|    success_rate         | 0.9         |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 30          |
|    time_elapsed         | 1047        |
|    total_timesteps      | 900         |
| train/                  |             |
|    approx_kl            | 0.019854987 |
|    clip_fraction        | 0.0933      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.3        |
|    explained_variance   | 0.392       |
|    learning_rate        | 0.001       |
|    loss                 | -0.067      |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.0366     |
|    value_loss           | 0.0388      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 633         |
|    n_steps              | 930         |
| rollout/                |             |
|    ep_len_mean          | 1.42        |
|    ep_rew_mean          | -0.0856     |
|    success_rate         | 0.91        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 31          |
|    time_elapsed         | 1078        |
|    total_timesteps      | 930         |
| train/                  |             |
|    approx_kl            | 0.024277503 |
|    clip_fraction        | 0.14        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.24       |
|    explained_variance   | 0.353       |
|    learning_rate        | 0.001       |
|    loss                 | -0.0873     |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.0517     |
|    value_loss           | 0.0729      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 657         |
|    n_steps              | 960         |
| rollout/                |             |
|    ep_len_mean          | 1.36        |
|    ep_rew_mean          | -0.0563     |
|    success_rate         | 0.94        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 32          |
|    time_elapsed         | 1114        |
|    total_timesteps      | 960         |
| train/                  |             |
|    approx_kl            | 0.016836073 |
|    clip_fraction        | 0.0867      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.17       |
|    explained_variance   | -1.37       |
|    learning_rate        | 0.001       |
|    loss                 | -0.038      |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.0419     |
|    value_loss           | 0.154       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 674         |
|    n_steps              | 990         |
| rollout/                |             |
|    ep_len_mean          | 1.47        |
|    ep_rew_mean          | -0.0677     |
|    success_rate         | 0.92        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 33          |
|    time_elapsed         | 1150        |
|    total_timesteps      | 990         |
| train/                  |             |
|    approx_kl            | 0.020567328 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.05       |
|    explained_variance   | -1.04       |
|    learning_rate        | 0.001       |
|    loss                 | -0.0728     |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.0444     |
|    value_loss           | 0.0181      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 693         |
|    n_steps              | 1020        |
| rollout/                |             |
|    ep_len_mean          | 1.51        |
|    ep_rew_mean          | -0.0777     |
|    success_rate         | 0.91        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 34          |
|    time_elapsed         | 1181        |
|    total_timesteps      | 1020        |
| train/                  |             |
|    approx_kl            | 0.098939314 |
|    clip_fraction        | 0.517       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.2        |
|    explained_variance   | 0.0427      |
|    learning_rate        | 0.001       |
|    loss                 | -0.047      |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.0598     |
|    value_loss           | 0.076       |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 713        |
|    n_steps              | 1050       |
| rollout/                |            |
|    ep_len_mean          | 1.57       |
|    ep_rew_mean          | -0.0902    |
|    success_rate         | 0.9        |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 35         |
|    time_elapsed         | 1217       |
|    total_timesteps      | 1050       |
| train/                  |            |
|    approx_kl            | 0.04406679 |
|    clip_fraction        | 0.467      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.12      |
|    explained_variance   | -0.0218    |
|    learning_rate        | 0.001      |
|    loss                 | -0.000593  |
|    n_updates            | 340        |
|    policy_gradient_loss | -0.0469    |
|    value_loss           | 0.176      |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 733         |
|    n_steps              | 1080        |
| rollout/                |             |
|    ep_len_mean          | 1.47        |
|    ep_rew_mean          | -0.0877     |
|    success_rate         | 0.91        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 36          |
|    time_elapsed         | 1255        |
|    total_timesteps      | 1080        |
| train/                  |             |
|    approx_kl            | 0.046347912 |
|    clip_fraction        | 0.443       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.19       |
|    explained_variance   | 0.293       |
|    learning_rate        | 0.001       |
|    loss                 | -0.00551    |
|    n_updates            | 350         |
|    policy_gradient_loss | -0.0341     |
|    value_loss           | 0.118       |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 757        |
|    n_steps              | 1110       |
| rollout/                |            |
|    ep_len_mean          | 1.5        |
|    ep_rew_mean          | -0.107     |
|    success_rate         | 0.89       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 37         |
|    time_elapsed         | 1288       |
|    total_timesteps      | 1110       |
| train/                  |            |
|    approx_kl            | 0.03892062 |
|    clip_fraction        | 0.43       |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.14      |
|    explained_variance   | -0.0543    |
|    learning_rate        | 0.001      |
|    loss                 | -0.00806   |
|    n_updates            | 360        |
|    policy_gradient_loss | -0.0338    |
|    value_loss           | 0.145      |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 776         |
|    n_steps              | 1140        |
| rollout/                |             |
|    ep_len_mean          | 1.48        |
|    ep_rew_mean          | -0.117      |
|    success_rate         | 0.89        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 38          |
|    time_elapsed         | 1324        |
|    total_timesteps      | 1140        |
| train/                  |             |
|    approx_kl            | 0.022372108 |
|    clip_fraction        | 0.12        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.05       |
|    explained_variance   | -0.176      |
|    learning_rate        | 0.001       |
|    loss                 | -0.0462     |
|    n_updates            | 370         |
|    policy_gradient_loss | -0.0326     |
|    value_loss           | 0.0691      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 795         |
|    n_steps              | 1170        |
| rollout/                |             |
|    ep_len_mean          | 1.48        |
|    ep_rew_mean          | -0.116      |
|    success_rate         | 0.89        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 39          |
|    time_elapsed         | 1357        |
