Logging to ./LLM_train_results/PPO_LLM_Env-v0_MultiInputPolicy_lr0.001_ns30_bs256_ep10_ia0_el10_ftzero_shot_20250408-150553
------------------------------------
| env/                  |          |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.0228     |
|    value_loss           | 0.00731     |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 469        |
|    n_steps              | 630        |
| rollout/                |            |
|    ep_len_mean          | 1.32       |
|    ep_rew_mean          | -0.0964    |
|    success_rate         | 0.88       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 21         |
|    time_elapsed         | 836        |
|    total_timesteps      | 630        |
| train/                  |            |
|    approx_kl            | 0.03806684 |
|    clip_fraction        | 0.133      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.15      |
|    explained_variance   | 0.0865     |
|    learning_rate        | 0.001      |
|    loss                 | -0.0239    |
|    n_updates            | 200        |
|    policy_gradient_loss | -0.0195    |
|    value_loss           | 0.027      |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 486         |
|    n_steps              | 660         |
| rollout/                |             |
|    ep_len_mean          | 1.42        |
|    ep_rew_mean          | -0.126      |
|    success_rate         | 0.87        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 22          |
|    time_elapsed         | 871         |
|    total_timesteps      | 660         |
| train/                  |             |
|    approx_kl            | 0.003349946 |
|    clip_fraction        | 0           |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.08       |
|    explained_variance   | 0.0293      |
|    learning_rate        | 0.001       |
|    loss                 | 0.336       |
|    n_updates            | 210         |
|    policy_gradient_loss | 0.00713     |
|    value_loss           | 0.924       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 513         |
|    n_steps              | 690         |
| rollout/                |             |
|    ep_len_mean          | 1.35        |
|    ep_rew_mean          | -0.116      |
|    success_rate         | 0.87        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 23          |
|    time_elapsed         | 920         |
|    total_timesteps      | 690         |
| train/                  |             |
|    approx_kl            | 0.035531092 |
|    clip_fraction        | 0.157       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.32       |
|    explained_variance   | 0.0383      |
|    learning_rate        | 0.001       |
|    loss                 | 0.12        |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.0259     |
|    value_loss           | 0.544       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 540         |
|    n_steps              | 720         |
| rollout/                |             |
|    ep_len_mean          | 1.32        |
|    ep_rew_mean          | -0.111      |
|    success_rate         | 0.88        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 24          |
|    time_elapsed         | 957         |
|    total_timesteps      | 720         |
| train/                  |             |
|    approx_kl            | 0.034438483 |
|    clip_fraction        | 0.327       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.17       |
|    explained_variance   | -0.606      |
|    learning_rate        | 0.001       |
|    loss                 | -0.0458     |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.0374     |
|    value_loss           | 0.0504      |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 558        |
|    n_steps              | 750        |
| rollout/                |            |
|    ep_len_mean          | 1.43       |
|    ep_rew_mean          | -0.145     |
|    success_rate         | 0.86       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 25         |
|    time_elapsed         | 1007       |
|    total_timesteps      | 750        |
| train/                  |            |
|    approx_kl            | 0.09582266 |
|    clip_fraction        | 0.267      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.953     |
|    explained_variance   | -0.823     |
|    learning_rate        | 0.001      |
|    loss                 | -0.0851    |
|    n_updates            | 240        |
|    policy_gradient_loss | -0.0572    |
|    value_loss           | 0.0229     |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 587         |
|    n_steps              | 780         |
| rollout/                |             |
|    ep_len_mean          | 1.19        |
|    ep_rew_mean          | -0.0698     |
|    success_rate         | 0.91        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 26          |
|    time_elapsed         | 1046        |
|    total_timesteps      | 780         |
| train/                  |             |
|    approx_kl            | 0.007590046 |
|    clip_fraction        | 0.0533      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.592      |
|    explained_variance   | 0.0423      |
|    learning_rate        | 0.001       |
|    loss                 | 0.261       |
|    n_updates            | 250         |
|    policy_gradient_loss | 0.00564     |
|    value_loss           | 0.76        |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 601         |
|    n_steps              | 810         |
| rollout/                |             |
|    ep_len_mean          | 1.26        |
|    ep_rew_mean          | -0.0882     |
|    success_rate         | 0.91        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 27          |
|    time_elapsed         | 1088        |
|    total_timesteps      | 810         |
| train/                  |             |
|    approx_kl            | 0.014275027 |
|    clip_fraction        | 0.03        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.557      |
|    explained_variance   | -6.62       |
|    learning_rate        | 0.001       |
|    loss                 | 0.00103     |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.00969    |
|    value_loss           | 0.283       |
-----------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 621          |
|    n_steps              | 840          |
| rollout/                |              |
|    ep_len_mean          | 1.4          |
|    ep_rew_mean          | -0.133       |
|    success_rate         | 0.92         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 28           |
|    time_elapsed         | 1134         |
|    total_timesteps      | 840          |
| train/                  |              |
|    approx_kl            | 0.0026378096 |
|    clip_fraction        | 0.02         |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.471       |
|    explained_variance   | 0.185        |
|    learning_rate        | 0.001        |
|    loss                 | 0.187        |
|    n_updates            | 270          |
|    policy_gradient_loss | -0.00544     |
|    value_loss           | 0.571        |
------------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 649         |
|    n_steps              | 870         |
| rollout/                |             |
|    ep_len_mean          | 1.3         |
|    ep_rew_mean          | -0.0989     |
|    success_rate         | 0.93        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 29          |
|    time_elapsed         | 1173        |
|    total_timesteps      | 870         |
| train/                  |             |
|    approx_kl            | 0.015306092 |
|    clip_fraction        | 0.0633      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.482      |
|    explained_variance   | 0.147       |
|    learning_rate        | 0.001       |
|    loss                 | 0.147       |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.0128     |
|    value_loss           | 0.403       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 678         |
|    n_steps              | 900         |
| rollout/                |             |
|    ep_len_mean          | 1.3         |
|    ep_rew_mean          | -0.0987     |
|    success_rate         | 0.93        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 30          |
|    time_elapsed         | 1220        |
|    total_timesteps      | 900         |
| train/                  |             |
|    approx_kl            | 0.005550963 |
|    clip_fraction        | 0.09        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.617      |
|    explained_variance   | -16.8       |
|    learning_rate        | 0.001       |
|    loss                 | 0.0186      |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.00622    |
|    value_loss           | 0.159       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 698         |
|    n_steps              | 930         |
| rollout/                |             |
|    ep_len_mean          | 1.31        |
|    ep_rew_mean          | -0.0991     |
|    success_rate         | 0.93        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 31          |
|    time_elapsed         | 1264        |
|    total_timesteps      | 930         |
| train/                  |             |
|    approx_kl            | 0.015528366 |
|    clip_fraction        | 0.0767      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.566      |
|    explained_variance   | -4.23       |
|    learning_rate        | 0.001       |
|    loss                 | -0.0189     |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.0157     |
|    value_loss           | 0.0276      |
-----------------------------------------
