Logging to ./LLM_train_results/PPO_LLM_Env-v0_MultiInputPolicy_lr0.001_ns100_bs256_ep10_ia0_el10_ftzero_shot_20250424-112909
------------------------------------
| env/                  |          |
|    current_idx          | 244         |
|    n_steps              | 400         |
| rollout/                |             |
|    ep_len_mean          | 1.58        |
|    ep_rew_mean          | -0.161      |
|    success_rate         | 0.97        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 4           |
|    time_elapsed         | 510         |
|    total_timesteps      | 400         |
| train/                  |             |
|    approx_kl            | 0.011134796 |
|    clip_fraction        | 0.055       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.91       |
|    explained_variance   | -0.0511     |
|    learning_rate        | 0.001       |
|    loss                 | 0.0139      |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.0196     |
|    value_loss           | 0.27        |
-----------------------------------------
---------------------------------------
| env/                    |           |
|    completion_counter   | 0         |
|    current_idx          | 305       |
|    n_steps              | 500       |
| rollout/                |           |
|    ep_len_mean          | 1.71      |
|    ep_rew_mean          | -0.192    |
|    success_rate         | 0.96      |
| time/                   |           |
|    fps                  | 0         |
|    iterations           | 5         |
|    time_elapsed         | 632       |
|    total_timesteps      | 500       |
| train/                  |           |
|    approx_kl            | 0.0209565 |
|    clip_fraction        | 0.198     |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.86     |
|    explained_variance   | -0.113    |
|    learning_rate        | 0.001     |
|    loss                 | 0.12      |
|    n_updates            | 40        |
|    policy_gradient_loss | -0.0151   |
|    value_loss           | 0.516     |
---------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 366         |
|    n_steps              | 600         |
| rollout/                |             |
|    ep_len_mean          | 1.69        |
|    ep_rew_mean          | -0.202      |
|    success_rate         | 0.95        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 6           |
|    time_elapsed         | 758         |
|    total_timesteps      | 600         |
| train/                  |             |
|    approx_kl            | 0.024480786 |
|    clip_fraction        | 0.116       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.84       |
|    explained_variance   | 0.32        |
|    learning_rate        | 0.001       |
|    loss                 | 0.0106      |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.0375     |
|    value_loss           | 0.223       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 440         |
|    n_steps              | 700         |
| rollout/                |             |
|    ep_len_mean          | 1.39        |
|    ep_rew_mean          | -0.107      |
|    success_rate         | 0.99        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 7           |
|    time_elapsed         | 892         |
|    total_timesteps      | 700         |
| train/                  |             |
|    approx_kl            | 0.030581364 |
|    clip_fraction        | 0.256       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.73       |
|    explained_variance   | 0.292       |
|    learning_rate        | 0.001       |
|    loss                 | 0.0769      |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.0312     |
|    value_loss           | 0.417       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 504         |
|    n_steps              | 800         |
| rollout/                |             |
|    ep_len_mean          | 1.52        |
|    ep_rew_mean          | -0.159      |
|    success_rate         | 0.97        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 8           |
|    time_elapsed         | 1017        |
|    total_timesteps      | 800         |
| train/                  |             |
|    approx_kl            | 0.010188234 |
|    clip_fraction        | 0.199       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.78       |
|    explained_variance   | -3.04       |
|    learning_rate        | 0.001       |
|    loss                 | -0.0339     |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.0295     |
|    value_loss           | 0.0805      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 564         |
|    n_steps              | 900         |
| rollout/                |             |
|    ep_len_mean          | 1.63        |
|    ep_rew_mean          | -0.166      |
|    success_rate         | 0.98        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 9           |
|    time_elapsed         | 1139        |
|    total_timesteps      | 900         |
| train/                  |             |
|    approx_kl            | 0.015858505 |
|    clip_fraction        | 0.11        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.6        |
|    explained_variance   | 0.0362      |
|    learning_rate        | 0.001       |
|    loss                 | 0.147       |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.0137     |
|    value_loss           | 0.552       |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 641        |
|    n_steps              | 1000       |
| eval/                   |            |
|    mean_ep_length       | 1.78       |
|    mean_reward          | -0.214     |
|    success_rate         | 0.96       |
| time/                   |            |
|    total_timesteps      | 1000       |
| train/                  |            |
|    approx_kl            | 0.03522269 |
|    clip_fraction        | 0.237      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.66      |
|    explained_variance   | -0.0925    |
|    learning_rate        | 0.001      |
|    loss                 | 0.0149     |
|    n_updates            | 90         |
|    policy_gradient_loss | -0.0234    |
|    value_loss           | 0.183      |
----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 1.43     |
|    ep_rew_mean     | -0.112   |
|    success_rate    | 0.99     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 10       |
|    time_elapsed    | 1491     |
|    total_timesteps | 1000     |
---------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 706         |
|    n_steps              | 1100        |
| rollout/                |             |
|    ep_len_mean          | 1.44        |
|    ep_rew_mean          | -0.112      |
|    success_rate         | 0.99        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 11          |
|    time_elapsed         | 1615        |
|    total_timesteps      | 1100        |
| train/                  |             |
|    approx_kl            | 0.024427947 |
|    clip_fraction        | 0.154       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.64       |
|    explained_variance   | 0.0975      |
|    learning_rate        | 0.001       |
|    loss                 | 0.0349      |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.0189     |
|    value_loss           | 0.198       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 773         |
|    n_steps              | 1200        |
| rollout/                |             |
|    ep_len_mean          | 1.53        |
|    ep_rew_mean          | -0.138      |
|    success_rate         | 0.98        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 12          |
|    time_elapsed         | 1737        |
|    total_timesteps      | 1200        |
| train/                  |             |
|    approx_kl            | 0.015327928 |
|    clip_fraction        | 0.07        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.66       |
|    explained_variance   | -0.143      |
|    learning_rate        | 0.001       |
|    loss                 | 0.0193      |
|    n_updates            | 110         |
|    policy_gradient_loss | -0.0171     |
|    value_loss           | 0.204       |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 846        |
|    n_steps              | 1300       |
| rollout/                |            |
|    ep_len_mean          | 1.43       |
|    ep_rew_mean          | -0.147     |
|    success_rate         | 0.97       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 13         |
|    time_elapsed         | 1862       |
|    total_timesteps      | 1300       |
| train/                  |            |
|    approx_kl            | 0.02589805 |
|    clip_fraction        | 0.203      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.65      |
|    explained_variance   | -0.00651   |
|    learning_rate        | 0.001      |
|    loss                 | 0.0118     |
|    n_updates            | 120        |
|    policy_gradient_loss | -0.0254    |
|    value_loss           | 0.187      |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 925         |
|    n_steps              | 1400        |
| rollout/                |             |
|    ep_len_mean          | 1.23        |
|    ep_rew_mean          | -0.0621     |
|    success_rate         | 1           |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 14          |
|    time_elapsed         | 1992        |
|    total_timesteps      | 1400        |
| train/                  |             |
|    approx_kl            | 0.018349174 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.59       |
|    explained_variance   | 0.216       |
|    learning_rate        | 0.001       |
|    loss                 | 0.0985      |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.0269     |
|    value_loss           | 0.502       |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 997        |
|    n_steps              | 1500       |
| rollout/                |            |
|    ep_len_mean          | 1.37       |
|    ep_rew_mean          | -0.092     |
|    success_rate         | 0.99       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 15         |
|    time_elapsed         | 2115       |
|    total_timesteps      | 1500       |
| train/                  |            |
|    approx_kl            | 0.01957689 |
|    clip_fraction        | 0.104      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.67      |
|    explained_variance   | -0.971     |
|    learning_rate        | 0.001      |
|    loss                 | -0.0486    |
|    n_updates            | 140        |
|    policy_gradient_loss | -0.0322    |
|    value_loss           | 0.0488     |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1072        |
|    n_steps              | 1600        |
| rollout/                |             |
|    ep_len_mean          | 1.28        |
|    ep_rew_mean          | -0.071      |
|    success_rate         | 1           |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 16          |
|    time_elapsed         | 2244        |
|    total_timesteps      | 1600        |
| train/                  |             |
|    approx_kl            | 0.007911185 |
|    clip_fraction        | 0.158       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.59       |
|    explained_variance   | 0.367       |
|    learning_rate        | 0.001       |
|    loss                 | -0.0466     |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.0339     |
|    value_loss           | 0.0436      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1151        |
|    n_steps              | 1700        |
| rollout/                |             |
|    ep_len_mean          | 1.33        |
|    ep_rew_mean          | -0.0806     |
|    success_rate         | 1           |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 17          |
|    time_elapsed         | 2370        |
|    total_timesteps      | 1700        |
| train/                  |             |
|    approx_kl            | 0.035286315 |
|    clip_fraction        | 0.308       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.59       |
|    explained_variance   | -0.572      |
|    learning_rate        | 0.001       |
|    loss                 | -0.046      |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.0372     |
|    value_loss           | 0.0359      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1226        |
|    n_steps              | 1800        |
| rollout/                |             |
|    ep_len_mean          | 1.38        |
|    ep_rew_mean          | -0.1        |
|    success_rate         | 0.99        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 18          |
|    time_elapsed         | 2496        |
|    total_timesteps      | 1800        |
| train/                  |             |
|    approx_kl            | 0.030594507 |
|    clip_fraction        | 0.339       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.49       |
|    explained_variance   | -0.123      |
|    learning_rate        | 0.001       |
|    loss                 | -0.0573     |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.0397     |
|    value_loss           | 0.0254      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1309        |
|    n_steps              | 1900        |
| rollout/                |             |
|    ep_len_mean          | 1.28        |
|    ep_rew_mean          | -0.0793     |
|    success_rate         | 0.99        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 19          |
|    time_elapsed         | 2630        |
|    total_timesteps      | 1900        |
| train/                  |             |
|    approx_kl            | 0.044066723 |
|    clip_fraction        | 0.484       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.47       |
|    explained_variance   | -0.0298     |
|    learning_rate        | 0.001       |
|    loss                 | 0.0294      |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.0507     |
|    value_loss           | 0.228       |
-----------------------------------------
---------------------------------------
| env/                    |           |
|    completion_counter   | 0         |
|    current_idx          | 1374      |
|    n_steps              | 2000      |
| eval/                   |           |
|    mean_ep_length       | 1.13      |
|    mean_reward          | -0.0464   |
|    success_rate         | 0.99      |
| time/                   |           |
|    total_timesteps      | 2000      |
| train/                  |           |
|    approx_kl            | 0.0549852 |
|    clip_fraction        | 0.324     |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.4      |
|    explained_variance   | -0.232    |
|    learning_rate        | 0.001     |
|    loss                 | -0.0487   |
|    n_updates            | 190       |
|    policy_gradient_loss | -0.0375   |
|    value_loss           | 0.0222    |
---------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 1.38     |
|    ep_rew_mean     | -0.111   |
|    success_rate    | 0.98     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 20       |
|    time_elapsed    | 2908     |
|    total_timesteps | 2000     |
---------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1454        |
|    n_steps              | 2100        |
| rollout/                |             |
|    ep_len_mean          | 1.29        |
|    ep_rew_mean          | -0.083      |
|    success_rate         | 0.98        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 21          |
|    time_elapsed         | 3058        |
|    total_timesteps      | 2100        |
| train/                  |             |
|    approx_kl            | 0.028869238 |
|    clip_fraction        | 0.203       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.22       |
|    explained_variance   | 0.214       |
|    learning_rate        | 0.001       |
|    loss                 | 0.0888      |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.0167     |
|    value_loss           | 0.27        |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1534        |
|    n_steps              | 2200        |
| rollout/                |             |
|    ep_len_mean          | 1.22        |
|    ep_rew_mean          | -0.074      |
|    success_rate         | 0.99        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 22          |
|    time_elapsed         | 3197        |
|    total_timesteps      | 2200        |
| train/                  |             |
|    approx_kl            | 0.008076166 |
|    clip_fraction        | 0.043       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.09       |
|    explained_variance   | 0.164       |
|    learning_rate        | 0.001       |
|    loss                 | 0.0113      |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.0108     |
|    value_loss           | 0.114       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1620        |
|    n_steps              | 2300        |
| rollout/                |             |
|    ep_len_mean          | 1.14        |
|    ep_rew_mean          | -0.0422     |
|    success_rate         | 1           |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 23          |
|    time_elapsed         | 3332        |
|    total_timesteps      | 2300        |
| train/                  |             |
|    approx_kl            | 0.013712782 |
|    clip_fraction        | 0.061       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.07       |
|    explained_variance   | 0.163       |
|    learning_rate        | 0.001       |
|    loss                 | 0.035       |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.0178     |
|    value_loss           | 0.212       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1691        |
|    n_steps              | 2400        |
| rollout/                |             |
|    ep_len_mean          | 1.39        |
|    ep_rew_mean          | -0.105      |
|    success_rate         | 0.98        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 24          |
|    time_elapsed         | 3469        |
|    total_timesteps      | 2400        |
| train/                  |             |
|    approx_kl            | 0.040680427 |
|    clip_fraction        | 0.203       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.838      |
|    explained_variance   | -3.02       |
|    learning_rate        | 0.001       |
|    loss                 | -0.0292     |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.0235     |
|    value_loss           | 0.0212      |
-----------------------------------------
--------------------------------------
| env/                    |          |
|    completion_counter   | 0        |
|    current_idx          | 1776     |
|    n_steps              | 2500     |
| rollout/                |          |
|    ep_len_mean          | 1.24     |
|    ep_rew_mean          | -0.064   |
|    success_rate         | 0.99     |
| time/                   |          |
|    fps                  | 0        |
|    iterations           | 25       |
|    time_elapsed         | 3619     |
|    total_timesteps      | 2500     |
| train/                  |          |
|    approx_kl            | 0.01436  |
|    clip_fraction        | 0.076    |
|    clip_range           | 0.2      |
|    entropy_loss         | -0.771   |
|    explained_variance   | 0.0332   |
|    learning_rate        | 0.001    |
|    loss                 | 0.0964   |
|    n_updates            | 240      |
|    policy_gradient_loss | -0.012   |
|    value_loss           | 0.292    |
--------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 1842       |
|    n_steps              | 2600       |
| rollout/                |            |
|    ep_len_mean          | 1.45       |
|    ep_rew_mean          | -0.129     |
|    success_rate         | 0.97       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 26         |
|    time_elapsed         | 3767       |
|    total_timesteps      | 2600       |
| train/                  |            |
|    approx_kl            | 0.02765777 |
|    clip_fraction        | 0.112      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.744     |
|    explained_variance   | -0.0311    |
|    learning_rate        | 0.001      |
|    loss                 | -0.0168    |
|    n_updates            | 250        |
|    policy_gradient_loss | -0.0219    |
|    value_loss           | 0.054      |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1923        |
|    n_steps              | 2700        |
| rollout/                |             |
|    ep_len_mean          | 1.23        |
|    ep_rew_mean          | -0.0605     |
|    success_rate         | 1           |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 27          |
|    time_elapsed         | 3905        |
|    total_timesteps      | 2700        |
| train/                  |             |
|    approx_kl            | 0.010375731 |
|    clip_fraction        | 0.037       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.749      |
|    explained_variance   | 0.154       |
|    learning_rate        | 0.001       |
|    loss                 | 0.201       |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.00483    |
|    value_loss           | 0.532       |
-----------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 1997         |
|    n_steps              | 2800         |
| rollout/                |              |
|    ep_len_mean          | 1.39         |
|    ep_rew_mean          | -0.121       |
|    success_rate         | 0.98         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 28           |
|    time_elapsed         | 4058         |
|    total_timesteps      | 2800         |
| train/                  |              |
|    approx_kl            | 0.0053930837 |
|    clip_fraction        | 0.058        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.934       |
|    explained_variance   | 0.281        |
|    learning_rate        | 0.001        |
|    loss                 | 0.0189       |
|    n_updates            | 270          |
|    policy_gradient_loss | -0.00411     |
|    value_loss           | 0.247        |
------------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 2072        |
|    n_steps              | 2900        |
| rollout/                |             |
|    ep_len_mean          | 1.25        |
|    ep_rew_mean          | -0.0729     |
|    success_rate         | 0.99        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 29          |
|    time_elapsed         | 4195        |
|    total_timesteps      | 2900        |
| train/                  |             |
|    approx_kl            | 0.009665712 |
|    clip_fraction        | 0.068       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.917      |
|    explained_variance   | 0.436       |
|    learning_rate        | 0.001       |
|    loss                 | 0.095       |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.00345    |
|    value_loss           | 0.35        |
-----------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 2158         |
|    n_steps              | 3000         |
| eval/                   |              |
|    mean_ep_length       | 1.11         |
|    mean_reward          | -0.034       |
|    success_rate         | 1            |
| time/                   |              |
|    total_timesteps      | 3000         |
| train/                  |              |
|    approx_kl            | 0.0049634255 |
|    clip_fraction        | 0.014        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.886       |
|    explained_variance   | 0.32         |
|    learning_rate        | 0.001        |
|    loss                 | 0.046        |
|    n_updates            | 290          |
|    policy_gradient_loss | -0.01        |
|    value_loss           | 0.193        |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 1.18     |
|    ep_rew_mean     | -0.047   |
|    success_rate    | 1        |
| time/              |          |
|    fps             | 0        |
|    iterations      | 30       |
|    time_elapsed    | 4494     |
|    total_timesteps | 3000     |
---------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 2235        |
|    n_steps              | 3100        |
| rollout/                |             |
|    ep_len_mean          | 1.24        |
|    ep_rew_mean          | -0.0726     |
|    success_rate         | 0.99        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 31          |
|    time_elapsed         | 4633        |
|    total_timesteps      | 3100        |
| train/                  |             |
|    approx_kl            | 0.015404133 |
|    clip_fraction        | 0.095       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.883      |
|    explained_variance   | -0.949      |
|    learning_rate        | 0.001       |
|    loss                 | -0.0207     |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.0196     |
|    value_loss           | 0.0461      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 2316        |
|    n_steps              | 3200        |
| rollout/                |             |
|    ep_len_mean          | 1.2         |
|    ep_rew_mean          | -0.0438     |
|    success_rate         | 1           |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 32          |
|    time_elapsed         | 4765        |
|    total_timesteps      | 3200        |
| train/                  |             |
|    approx_kl            | 0.009409505 |
|    clip_fraction        | 0.034       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.875      |
|    explained_variance   | 0.453       |
|    learning_rate        | 0.001       |
|    loss                 | 0.00941     |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.0128     |
|    value_loss           | 0.126       |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 2387       |
|    n_steps              | 3300       |
| rollout/                |            |
|    ep_len_mean          | 1.37       |
|    ep_rew_mean          | -0.0896    |
|    success_rate         | 0.98       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 33         |
|    time_elapsed         | 4903       |
|    total_timesteps      | 3300       |
| train/                  |            |
|    approx_kl            | 0.02745482 |
|    clip_fraction        | 0.111      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.859     |
|    explained_variance   | -1.37      |
|    learning_rate        | 0.001      |
|    loss                 | -0.0216    |
|    n_updates            | 320        |
|    policy_gradient_loss | -0.0194    |
|    value_loss           | 0.0743     |
----------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 2467         |
|    n_steps              | 3400         |
| rollout/                |              |
|    ep_len_mean          | 1.29         |
|    ep_rew_mean          | -0.0793      |
|    success_rate         | 0.98         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 34           |
|    time_elapsed         | 5040         |
|    total_timesteps      | 3400         |
| train/                  |              |
|    approx_kl            | 0.0053320937 |
|    clip_fraction        | 0.036        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.726       |
|    explained_variance   | 0.0359       |
|    learning_rate        | 0.001        |
|    loss                 | 0.104        |
|    n_updates            | 330          |
|    policy_gradient_loss | -0.00761     |
|    value_loss           | 0.272        |
------------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 2544         |
|    n_steps              | 3500         |
| rollout/                |              |
|    ep_len_mean          | 1.32         |
|    ep_rew_mean          | -0.0708      |
|    success_rate         | 0.99         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 35           |
|    time_elapsed         | 5182         |
|    total_timesteps      | 3500         |
| train/                  |              |
|    approx_kl            | 0.0069098496 |
|    clip_fraction        | 0.049        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.589       |
|    explained_variance   | 0.32         |
|    learning_rate        | 0.001        |
|    loss                 | 0.0196       |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.0108      |
|    value_loss           | 0.14         |
------------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 2605        |
|    n_steps              | 3600        |
| rollout/                |             |
|    ep_len_mean          | 1.48        |
|    ep_rew_mean          | -0.13       |
|    success_rate         | 0.96        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 36          |
|    time_elapsed         | 5309        |
|    total_timesteps      | 3600        |
| train/                  |             |
|    approx_kl            | 0.011044893 |
|    clip_fraction        | 0.068       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.568      |
|    explained_variance   | 0.0108      |
|    learning_rate        | 0.001       |
|    loss                 | -0.000436   |
|    n_updates            | 350         |
|    policy_gradient_loss | -0.0172     |
|    value_loss           | 0.0762      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 2691        |
|    n_steps              | 3700        |
| rollout/                |             |
|    ep_len_mean          | 1.33        |
|    ep_rew_mean          | -0.097      |
|    success_rate         | 0.97        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 37          |
|    time_elapsed         | 5441        |
|    total_timesteps      | 3700        |
| train/                  |             |
|    approx_kl            | 0.033240374 |
|    clip_fraction        | 0.062       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.705      |
|    explained_variance   | 0.143       |
|    learning_rate        | 0.001       |
|    loss                 | 0.13        |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.0142     |
|    value_loss           | 0.361       |
-----------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 2784         |
|    n_steps              | 3800         |
| rollout/                |              |
|    ep_len_mean          | 1.08         |
|    ep_rew_mean          | -0.0297      |
|    success_rate         | 1            |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 38           |
|    time_elapsed         | 5580         |
|    total_timesteps      | 3800         |
| train/                  |              |
