env/n_steps,eval/success_rate,eval/mean_reward,time/total_timesteps,env/current_idx,env/completion_counter,eval/mean_ep_length,time/iterations,rollout/ep_rew_mean,rollout/success_rate,rollout/ep_len_mean,time/time_elapsed,time/fps,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/clip_range,train/clip_fraction,train/loss,train/entropy_loss,train/n_updates,train/value_loss
8070,0.86,-0.13557322843931616,8070,4903,0,1.38,,,,,,,0.0001,-1.4861424864065497e-07,0.381935179233551,1.3113022e-06,0.2,0.0,0.059480514377355576,-0.1204359121620655,2680,0.1349861927330494
,,,8070,,,,269,-0.20868274999999997,0.79,1.51,30572,0,,,,,,,,,,
8100,0.94,-0.06704436484258622,8100,4920,0,1.12,,,,,,,0.0001,-1.0331471989033502e-08,0.2194843888282776,1.1920929e-07,0.2,0.0,0.07705272734165192,-0.11443699151277542,2690,0.17362021952867507
,,,8100,,,,270,-0.24560214000000002,0.76,1.58,30672,0,,,,,,,,,,
8130,0.94,-0.068200513869524,8130,4936,0,1.18,,,,,,,0.0001,-7.05361376154734e-05,0.1015673279762268,1.1746089e-05,0.2,0.0,0.10423418134450912,-0.11279476433992386,2700,0.23387207686901093
,,,8130,,,,271,-0.24597063000000002,0.76,1.56,30779,0,,,,,,,,,,
8160,0.94,-0.07077956948429347,8160,4954,0,1.24,,,,,,,0.0001,5.960469451338212e-10,0.2915571331977844,0.0,0.2,0.0,0.08214499056339264,-0.11359336078166962,2710,0.1794506713747978
,,,8160,,,,272,-0.2376755,0.75,1.62,30890,0,,,,,,,,,,
8190,0.86,-0.11131614093668758,8190,4971,0,1.34,,,,,,,0.0001,-0.0014098737677947781,0.32158786058425903,7.627209e-05,0.2,0.0,0.06672830134630203,-0.11294014975428582,2720,0.18805826604366302
,,,8190,,,,273,-0.25760921,0.73,1.67,31003,0,,,,,,,,,,
8220,0.88,-0.11287106455303729,8220,4988,0,1.36,,,,,,,0.0001,5.0465267653621025e-08,0.036961138248443604,2.3841858e-07,0.2,0.0,0.13079550862312317,-0.10811898782849312,2730,0.27590257227420806
,,,8220,,,,274,-0.27573622999999997,0.72,1.7,31209,0,,,,,,,,,,
8250,0.94,-0.028754502278752626,8250,5006,0,1.18,,,,,,,0.0001,1.3907745399777128e-09,0.11127448081970215,0.0,0.2,0.0,0.09284878522157669,-0.10556785464286804,2740,0.20526553690433502
,,,8250,,,,275,-0.28722995,0.7,1.74,31312,0,,,,,,,,,,
8280,0.88,-0.09043279194738715,8280,5024,0,1.3,,,,,,,0.0001,-0.001285123724082915,0.18692582845687866,0.00011136135,0.2,0.0,0.08552643656730652,-0.10349782854318619,2750,0.18815819770097733
,,,8280,,,,276,-0.29242654,0.7,1.74,31418,0,,,,,,,,,,
8310,0.94,-0.05317652674857527,8310,5043,0,1.22,,,,,,,0.0001,-1.6490618759412712e-08,0.25451958179473877,1.1920929e-07,0.2,0.0,0.08296356350183487,-0.09894210249185562,2760,0.18348044902086258
,,,8310,,,,277,-0.247159,0.73,1.68,31522,0,,,,,,,,,,
8340,0.94,-0.027657975917682053,8340,5061,0,1.14,,,,,,,0.0001,-0.000117691753706195,0.15989214181900024,1.8187364e-05,0.2,0.0,0.06669547408819199,-0.09638917595148086,2770,0.14789768010377885
,,,8340,,,,278,-0.24829692999999994,0.75,1.64,31618,0,,,,,,,,,,
8370,0.88,-0.051078938879072666,8370,5083,0,1.26,,,,,,,0.0001,-4.769578603376345e-05,0.4188362956047058,6.9379807e-06,0.2,0.0,0.06807145476341248,-0.09505467116832733,2780,0.14391786754131317
,,,8370,,,,279,-0.23856122,0.76,1.59,31727,0,,,,,,,,,,
8400,0.9,-0.08862525423523039,8400,5102,0,1.24,,,,,,,0.0001,-0.0027101991372183052,0.17344927787780762,0.00042097966,0.2,0.0,0.07499217987060547,-0.09767315089702606,2790,0.1808682471513748
,,,8400,,,,280,-0.23981982,0.76,1.59,31847,0,,,,,,,,,,
8430,0.94,-0.06834541125223041,8430,5121,0,1.12,,,,,,,0.0001,0.0004351842394680894,0.1668553352355957,0.00033207933,0.2,0.0,0.09886692464351654,-0.10438161045312881,2800,0.20510005354881286
,,,8430,,,,281,-0.20314571,0.79,1.51,31952,0,,,,,,,,,,
8460,0.9,-0.07036246439442038,8460,5141,0,1.32,,,,,,,0.0001,-1.9421180441625552e-08,0.3030824065208435,0.0,0.2,0.0,0.08411572128534317,-0.1070775493979454,2810,0.1823630154132843
,,,8460,,,,282,-0.22531596,0.77,1.54,32060,0,,,,,,,,,,
8490,0.94,-0.009651606963016092,8490,5160,0,1.2,,,,,,,0.0001,-4.23391652937255e-07,0.18658536672592163,2.6226044e-07,0.2,0.0,0.07708968222141266,-0.10777820125222207,2820,0.16253332644701005
,,,8490,,,,283,-0.21297423000000001,0.77,1.52,32177,0,,,,,,,,,,
8520,0.94,-0.06880584637634456,8520,5177,0,1.14,,,,,,,0.0001,9.139379031353201e-09,0.08576208353042603,0.0,0.2,0.0,0.07344265282154083,-0.10808747336268425,2830,0.15882557034492492
,,,8520,,,,284,-0.23563049,0.74,1.59,32285,0,,,,,,,,,,
8550,0.92,-0.08770679567009211,8550,5198,0,1.18,,,,,,,0.0001,-6.626049748881258e-08,0.2986706495285034,0.0,0.2,0.0,0.0779297798871994,-0.10823523178696633,2840,0.16841025948524474
,,,8550,,,,285,-0.20868467000000002,0.78,1.54,32397,0,,,,,,,,,,
8580,0.94,-0.029143475657328964,8580,5215,0,1.18,,,,,,,0.0001,5.960469451338212e-10,0.10823053121566772,0.0,0.2,0.0,0.09681520611047745,-0.10827727466821671,2850,0.21899034827947617
,,,8580,,,,286,-0.21844934,0.76,1.6,32503,0,,,,,,,,,,
8610,0.92,-0.07000391990877688,8610,5231,0,1.24,,,,,,,0.0001,-0.0005550958716048271,0.09800487756729126,0.00011705955,0.2,0.0,0.06626519560813904,-0.1094786711037159,2860,0.16001305133104324
,,,8610,,,,287,-0.25412656999999994,0.72,1.7,32623,0,,,,,,,,,,
8640,0.92,-0.0684928630758077,8640,5249,0,1.2,,,,,,,0.0001,-0.00034354975769623763,0.4222370982170105,3.127853e-05,0.2,0.0,0.06382054835557938,-0.11245812997221946,2870,0.15572526454925537
,,,8640,,,,288,-0.25391436999999994,0.73,1.67,32728,0,,,,,,,,,,
8670,0.94,-0.04870661495719105,8670,5268,0,1.18,,,,,,,0.0001,-3.854433758831988e-08,0.31594008207321167,1.1920929e-07,0.2,0.0,0.08543126285076141,-0.10923305302858352,2880,0.186126646399498
,,,8670,,,,289,-0.25769674000000004,0.73,1.66,32840,0,,,,,,,,,,
8700,0.96,-0.04959751642309129,8700,5286,0,1.12,,,,,,,0.0001,3.83456549180039e-08,0.25726377964019775,0.0,0.2,0.0,0.06180854141712189,-0.10700134932994843,2890,0.15011608079075814
,,,8700,,,,290,-0.26844699000000005,0.72,1.66,32939,0,,,,,,,,,,
8730,0.96,-0.028054167879745365,8730,5303,0,1.14,,,,,,,0.0001,-1.9868213740892315e-09,0.31141752004623413,0.0,0.2,0.0,0.08100876212120056,-0.10619712918996811,2900,0.201615634560585
,,,8730,,,,291,-0.2908329,0.69,1.7,33049,0,,,,,,,,,,
8760,0.86,-0.13584773523267357,8760,5317,0,1.34,,,,,,,0.0001,-0.001414857000054326,0.23909509181976318,0.00041663647,0.2,0.0,0.07269632816314697,-0.10397911518812179,2910,0.17013025879859925
,,,8760,,,,292,-0.33153286000000004,0.66,1.75,33168,0,,,,,,,,,,
8790,0.94,-0.06910070351324976,8790,5332,0,1.18,,,,,,,0.0001,-0.0007762190768456189,-0.15924561023712158,0.00032768646,0.2,0.0,0.11578954756259918,-0.09701655581593513,2920,0.26938177794218066
,,,8790,,,,293,-0.34757355000000006,0.66,1.77,33277,0,,,,,,,,,,
8820,0.96,-0.04832073578145355,8820,5353,0,1.1,,,,,,,0.0001,-0.0010201771993888719,-0.008310675621032715,0.00024552544,0.2,0.0,0.11731605976819992,-0.09089518636465073,2930,0.2657223343849182
,,,8820,,,,294,-0.33383956,0.68,1.74,33386,0,,,,,,,,,,
8850,0.94,-0.07049638213589787,8850,5370,0,1.18,,,,,,,0.0001,-1.023213081374763e-07,0.1723870038986206,1.1920929e-07,0.2,0.0,0.07507142424583435,-0.08527782633900642,2940,0.1701991304755211
,,,8850,,,,295,-0.33208001000000004,0.68,1.76,33504,0,,,,,,,,,,
8880,0.92,-0.07000544933602214,8880,5389,0,1.16,,,,,,,0.0001,2.7815501368877448e-08,0.07063454389572144,0.0,0.2,0.0,0.0836818665266037,-0.08282794132828712,2950,0.18708541989326477
,,,8880,,,,296,-0.2826396,0.7,1.74,33617,0,,,,,,,,,,
8910,0.9,-0.09113209703937172,8910,5407,0,1.26,,,,,,,0.0001,5.7419141530346e-08,0.26316654682159424,0.0,0.2,0.0,0.03128552436828613,-0.08196455389261245,2960,0.08115953728556632
,,,8910,,,,297,-0.2569288,0.73,1.73,33728,0,,,,,,,,,,
8940,0.9,-0.10923926651477814,8940,5421,0,1.26,,,,,,,0.0001,-0.0004299122138036182,0.27917033433914185,3.8544338e-05,0.2,0.0,0.07337415218353271,-0.082243924587965,2970,0.1662110298871994
,,,8940,,,,298,-0.25344828999999996,0.73,1.76,33852,0,,,,,,,,,,
8970,0.86,-0.13456941136624664,8970,5442,0,1.34,,,,,,,0.0001,7.967154260768439e-08,0.2505037188529968,5.9604645e-08,0.2,0.0,0.08019735664129257,-0.08427553921937943,2980,0.19341127723455429
,,,8970,,,,299,-0.20473365000000002,0.77,1.66,33970,0,,,,,,,,,,
9000,0.94,-0.06775643811561168,9000,5458,0,1.14,,,,,,,0.0001,-8.443991559303753e-08,0.35438650846481323,0.0,0.2,0.0,0.06411855667829514,-0.08547210916876793,2990,0.13967140316963195
,,,9000,,,,300,-0.21768509999999996,0.75,1.71,34071,0,,,,,,,,,,
9030,0.9,-0.09086952644400298,9030,5475,0,1.22,,,,,,,0.0001,-0.0010778340605611448,0.17307305335998535,0.00026762486,0.2,0.0,0.08182597905397415,-0.0842718817293644,3000,0.186648827791214
,,,9030,,,,301,-0.20883108999999994,0.75,1.68,34183,0,,,,,,,,,,
9060,0.9,-0.10969800561666489,9060,5492,0,1.22,,,,,,,0.0001,8.4638596309361e-08,0.3315107226371765,1.1920929e-07,0.2,0.0,0.0575118288397789,-0.0797954648733139,3010,0.13774615228176118
,,,9060,,,,302,-0.2590006,0.72,1.74,34289,0,,,,,,,,,,
9090,0.96,-0.048653372079133984,9090,5509,0,1.18,,,,,,,0.0001,2.3841858176609775e-08,0.18748295307159424,0.0,0.2,0.0,0.10051096975803375,-0.07762769460678101,3020,0.21383854746818542
,,,9090,,,,303,-0.29373208,0.69,1.75,34401,0,,,,,,,,,,
9120,0.9,-0.1123282630322501,9120,5525,0,1.32,,,,,,,0.0001,2.384185893156143e-09,0.03551483154296875,0.0,0.2,0.0,0.12605291604995728,-0.07688673958182335,3030,0.2918128460645676
,,,9120,,,,304,-0.28421032999999996,0.68,1.73,34515,0,,,,,,,,,,
9150,0.88,-0.11265288216993213,9150,5546,0,1.34,,,,,,,0.0001,-8.145968233286283e-09,0.236339271068573,0.0,0.2,0.0,0.0720026046037674,-0.07663282305002213,3040,0.153167787194252
,,,9150,,,,305,-0.29633715000000005,0.66,1.76,34628,0,,,,,,,,,,
9180,0.88,-0.11214922193437815,9180,5565,0,1.32,,,,,,,0.0001,-7.450580907786275e-09,0.25810807943344116,0.0,0.2,0.0,0.07153774052858353,-0.07656761780381202,3050,0.15524402707815171
,,,9180,,,,306,-0.2841385900000001,0.68,1.7,34740,0,,,,,,,,,,
9210,0.96,-0.048841566843912006,9210,5581,0,1.22,,,,,,,0.0001,1.947085030984397e-08,0.048145830631256104,0.0,0.2,0.0,0.10233073681592941,-0.07654664590954781,3060,0.23449976295232772
,,,9210,,,,307,-0.28718211,0.69,1.68,34849,0,,,,,,,,,,
9240,0.94,-0.06797117757145316,9240,5599,0,1.14,,,,,,,0.0001,-0.00034566434799998547,0.2043670415878296,2.1549065e-05,0.2,0.0,0.08163810521364212,-0.07610549926757812,3070,0.2071500763297081
,,,9240,,,,308,-0.27941583,0.69,1.68,34974,0,,,,,,,,,,
9270,0.88,-0.10956673425622285,9270,5620,0,1.28,,,,,,,0.0001,-1.0440747022499863e-07,0.32843202352523804,0.0,0.2,0.0,0.09627050161361694,-0.07415609881281852,3080,0.2046190693974495
,,,9270,,,,309,-0.27000611,0.73,1.59,35093,0,,,,,,,,,,
9300,0.88,-0.06988839553669095,9300,5638,0,1.3,,,,,,,0.0001,-2.0861625915635785e-08,0.10962730646133423,0.0,0.2,0.0,0.111870177090168,-0.07309839501976967,3090,0.24670995026826859
,,,9300,,,,310,-0.26899707999999994,0.72,1.6,35202,0,,,,,,,,,,
9330,0.88,-0.11039736771490424,9330,5655,0,1.28,,,,,,,0.0001,2.5381645496480588e-08,0.27542543411254883,0.0,0.2,0.0,0.07252990454435349,-0.07267948538064957,3100,0.15882794857025145
,,,9330,,,,311,-0.29354972,0.68,1.69,35323,0,,,,,,,,,,
9360,0.96,-0.028261992768384515,9360,5671,0,1.14,,,,,,,0.0001,-0.0008736574789509177,0.03617715835571289,0.00017364422,0.2,0.0,0.10875508934259415,-0.07382997646927833,3110,0.2412913531064987
,,,9360,,,,312,-0.28951555,0.7,1.68,35421,0,,,,,,,,,,
9390,0.94,-0.07214053440373391,9390,5685,0,1.24,,,,,,,0.0001,0.0002928302675718086,0.24561798572540283,1.1875232e-05,0.2,0.0,0.08995874971151352,-0.07834679782390594,3120,0.1891357958316803
,,,9390,,,,313,-0.28286149999999993,0.68,1.73,35530,0,,,,,,,,,,
9420,0.88,-0.13014941647648812,9420,5703,0,1.28,,,,,,,0.0001,5.409717563686911e-06,-0.017285466194152832,9.564558e-06,0.2,0.0,0.10375813394784927,-0.07896776869893074,3130,0.22223580330610276
,,,9420,,,,314,-0.27445771999999996,0.69,1.73,35642,0,,,,,,,,,,
9450,0.76,-0.21339704103767873,9450,5722,0,1.48,,,,,,,0.0001,-0.00017730693181876588,0.4737452268600464,4.7727426e-05,0.2,0.0,0.05077086761593819,-0.07839246466755867,3140,0.11019086763262749
,,,9450,,,,315,-0.27645599,0.69,1.76,35765,0,,,,,,,,,,
9480,0.84,-0.17039873963687568,9480,5742,0,1.4,,,,,,,0.0001,-6.854534198019735e-08,0.28452742099761963,0.0,0.2,0.0,0.07885924726724625,-0.07657110095024108,3150,0.16733331531286239
,,,9480,,,,316,-0.25087697999999997,0.73,1.71,35885,0,,,,,,,,,,
9510,0.9,-0.04898638577666134,9510,5760,0,1.22,,,,,,,0.0001,6.198883051311554e-08,-0.017596960067749023,0.0,0.2,0.0,0.0675336942076683,-0.07571957632899284,3160,0.15164659470319747
,,,9510,,,,317,-0.25658035999999995,0.72,1.73,35989,0,,,,,,,,,,
9540,0.92,-0.08871076212264598,9540,5779,0,1.2,,,,,,,0.0001,-2.4313729163338847e-08,-0.1318819522857666,0.0,0.2,0.0,0.11111421138048172,-0.07544035241007804,3170,0.24452089965343476
,,,9540,,,,318,-0.20943611999999995,0.76,1.62,36097,0,,,,,,,,,,
9570,0.82,-0.15251996551640332,9570,5795,0,1.4,,,,,,,0.0001,-3.774960877223066e-08,0.24777257442474365,0.0,0.2,0.0,0.08127517998218536,-0.07532103806734085,3180,0.1719687655568123
,,,9570,,,,319,-0.21981442,0.76,1.62,36217,0,,,,,,,,,,
9600,0.96,-0.02787870036903769,9600,5817,0,1.12,,,,,,,0.0001,2.0166238146046565e-08,0.1347891092300415,0.0,0.2,0.0,0.09086490422487259,-0.07528863921761512,3190,0.19686053097248077
,,,9600,,,,320,-0.19808860000000003,0.78,1.57,36320,0,,,,,,,,,,
9630,0.92,-0.09029417458921671,9630,5836,0,1.2,,,,,,,0.0001,1.1722246662237979e-08,0.33731359243392944,0.0,0.2,0.0,0.06158874183893204,-0.07531049326062203,3200,0.13779363557696342
,,,9630,,,,321,-0.23862130000000004,0.74,1.62,36429,0,,,,,,,,,,
9660,0.82,-0.15362820989917964,9660,5849,0,1.4,,,,,,,0.0001,-3.039836897755776e-08,0.12528467178344727,0.0,0.2,0.0,0.08606704324483871,-0.07529310509562492,3210,0.19022118151187897
,,,9660,,,,322,-0.25269329999999995,0.72,1.66,36547,0,,,,,,,,,,
9690,0.96,-0.02909059338737279,9690,5867,0,1.12,,,,,,,0.0001,-4.5597553577358954e-08,0.12452960014343262,0.0,0.2,0.0,0.100958451628685,-0.07524340823292733,3220,0.22663468420505523
,,,9690,,,,323,-0.27830158999999993,0.7,1.69,36647,0,,,,,,,,,,
9720,0.96,-0.050255923615768555,9720,5886,0,1.12,,,,,,,0.0001,-0.00025514662161489897,0.4068349599838257,2.4718047e-05,0.2,0.0,0.08414135128259659,-0.07519006803631782,3230,0.18134571015834808
,,,9720,,,,324,-0.25606917,0.71,1.67,36755,0,,,,,,,,,,
9750,0.88,-0.09154895105399191,9750,5905,0,1.28,,,,,,,0.0001,-0.00036564926370665776,0.11333650350570679,8.5119405e-05,0.2,0.0,0.08235128223896027,-0.07433790788054466,3240,0.17948333472013472
,,,9750,,,,325,-0.26191740999999996,0.71,1.67,36859,0,,,,,,,,,,
9780,0.88,-0.13096777223516257,9780,5922,0,1.26,,,,,,,0.0001,3.973642725974002e-09,0.2623750567436218,0.0,0.2,0.0,0.11427885293960571,-0.07199312895536422,3250,0.25223722606897353
,,,9780,,,,326,-0.29513031,0.68,1.74,36967,0,,,,,,,,,,
9810,0.98,-0.029877350251190364,9810,5939,0,1.12,,,,,,,0.0001,-6.020069154288876e-08,0.08706867694854736,0.0,0.2,0.0,0.09627272188663483,-0.07082726731896401,3260,0.2087728798389435
,,,9810,,,,327,-0.30336850000000004,0.7,1.71,37070,0,,,,,,,,,,
9840,0.82,-0.15207846231292932,9840,5961,0,1.4,,,,,,,0.0001,1.5894571880892272e-09,0.3283901810646057,0.0,0.2,0.0,0.10123410820960999,-0.07039742767810822,3270,0.22175442129373552
,,,9840,,,,328,-0.2466946,0.76,1.6,37193,0,,,,,,,,,,
9870,0.86,-0.15210329559631647,9870,5979,0,1.3,,,,,,,0.0001,-4.967051303594871e-09,0.40829843282699585,0.0,0.2,0.0,0.08576641231775284,-0.07037045359611512,3280,0.1840282365679741
,,,9870,,,,329,-0.25714794999999996,0.75,1.61,37302,0,,,,,,,,,,
9900,0.88,-0.11249420492909849,9900,5995,0,1.28,,,,,,,0.0001,-0.0033535556621306028,0.3056248426437378,0.0006203214,0.2,0.0,0.059405550360679626,-0.06852219477295876,3290,0.15071060806512832
,,,9900,,,,330,-0.2585422,0.75,1.6,37410,0,,,,,,,,,,
9930,0.84,-0.11117544340901077,9930,6015,0,1.38,,,,,,,0.0001,1.9262234243200283e-07,0.02148991823196411,2.3841858e-07,0.2,0.0,0.1153019517660141,-0.06297220177948475,3300,0.2487928107380867
,,,9930,,,,331,-0.25830359999999997,0.74,1.63,37523,0,,,,,,,,,,
9960,0.9,-0.07134007066953928,9960,6032,0,1.28,,,,,,,0.0001,-0.002677214184368637,0.32482343912124634,0.00028696656,0.2,0.0,0.05563801899552345,-0.0616435743868351,3310,0.13536428958177565
,,,9960,,,,332,-0.26895308999999995,0.74,1.64,37646,0,,,,,,,,,,
9990,0.96,-0.04852248648647219,9990,6047,0,1.16,,,,,,,0.0001,-1.4205774312436858e-08,0.1128302812576294,1.7881393e-07,0.2,0.0,0.10209338366985321,-0.06576418280601501,3320,0.2198382467031479
,,,9990,,,,333,-0.26765311,0.73,1.68,37744,0,,,,,,,,,,
10020,0.92,-0.03045784234069288,10020,6070,0,1.2,,,,,,,0.0001,-2.463658683726777e-08,0.3308931589126587,0.0,0.2,0.0,0.07588201761245728,-0.0682347871363163,3330,0.16417879611253738
,,,10020,,,,334,-0.26596849,0.73,1.67,37848,0,,,,,,,,,,
10050,0.96,-0.048419419308193025,10050,6087,0,1.14,,,,,,,0.0001,7.967154145305244e-08,0.32918864488601685,0.0,0.2,0.0,0.05684831738471985,-0.06911931410431862,3340,0.12756600752472877
,,,10050,,,,335,-0.22509007,0.76,1.64,37946,0,,,,,,,,,,
10080,0.9,-0.09246529078111053,10080,6107,0,1.28,,,,,,,0.0001,2.423922287331237e-08,0.09222781658172607,0.0,0.2,0.0,0.03583580255508423,-0.06944765076041222,3350,0.08215681314468384
,,,10080,,,,336,-0.21078937000000003,0.77,1.6,38060,0,,,,,,,,,,
10110,0.88,-0.12956786049529911,10110,6126,0,1.28,,,,,,,0.0001,-3.894170275131614e-08,0.07872825860977173,0.0,0.2,0.0,0.12839744985103607,-0.0695488139986992,3360,0.27548208832740784
,,,10110,,,,337,-0.21773207,0.77,1.61,38168,0,,,,,,,,,,
10140,0.9,-0.04973620673175901,10140,6145,0,1.26,,,,,,,0.0001,-3.973648965427401e-10,0.1171920895576477,0.0,0.2,0.0,0.10450012981891632,-0.06961853355169297,3370,0.24544013738632203
,,,10140,,,,338,-0.17119310000000007,0.8,1.55,38274,0,,,,,,,,,,
10170,0.88,-0.0705165534466505,10170,6167,0,1.32,,,,,,,0.0001,-1.5397868757816013e-09,-0.06694865226745605,0.0,0.2,0.0,0.09567389637231827,-0.06962010785937309,3380,0.19991313070058822
,,,10170,,,,339,-0.17016520999999998,0.8,1.53,38389,0,,,,,,,,,,
10200,0.94,-0.06970290493220091,10200,6187,0,1.16,,,,,,,0.0001,-0.002777883209637366,0.25645679235458374,0.00047304828,0.2,0.0,0.06299715489149094,-0.06767923533916473,3390,0.14584424942731858
,,,10200,,,,340,-0.19607728,0.81,1.5,38496,0,,,,,,,,,,
10230,0.9,-0.08992597733158618,10230,6207,0,1.24,,,,,,,0.0001,-5.950530539422516e-08,0.35747212171554565,2.3841858e-07,0.2,0.0,0.06235281750559807,-0.061553718894720076,3400,0.13449352979660034
,,,10230,,,,341,-0.175705,0.82,1.5,38608,0,,,,,,,,,,
10260,0.98,-0.027755920831114052,10260,6227,0,1.1,,,,,,,0.0001,-1.2914339775349503e-08,-0.2665884494781494,0.0,0.2,0.0,0.08236806839704514,-0.0586670633405447,3410,0.17727682888507842
,,,10260,,,,342,-0.14851914,0.83,1.46,38709,0,,,,,,,,,,
10290,0.94,-0.009219095553271472,10290,6247,0,1.16,,,,,,,0.0001,-1.9868214629070736e-09,0.10525447130203247,0.0,0.2,0.0,0.05009406432509422,-0.057713622227311134,3420,0.10639070942997933
,,,10290,,,,343,-0.15329582,0.84,1.46,38820,0,,,,,,,,,,
10320,0.92,-0.07015078781638294,10320,6263,0,1.22,,,,,,,0.0001,1.2914340175029793e-08,0.16473591327667236,0.0,0.2,0.0,0.06724709272384644,-0.05738788321614265,3430,0.1407252550125122
,,,10320,,,,344,-0.19616607999999996,0.8,1.55,38930,0,,,,,,,,,,
10350,0.88,-0.1097962062433362,10350,6284,0,1.34,,,,,,,0.0001,-2.009063959729218e-05,0.22828948497772217,1.9550323e-06,0.2,0.0,0.11332613974809647,-0.057334120571613315,3440,0.2581957921385765
,,,10350,,,,345,-0.19128242999999995,0.79,1.53,39045,0,,,,,,,,,,
10380,0.98,-0.02774797545745969,10380,6302,0,1.1,,,,,,,0.0001,-8.344650392899666e-09,-0.007442831993103027,0.0,0.2,0.0,0.09495247900485992,-0.057600633800029756,3450,0.20195793956518174
,,,10380,,,,346,-0.24340822000000004,0.75,1.59,39154,0,,,,,,,,,,
10410,0.96,-0.02933560967911035,10410,6317,0,1.2,,,,,,,0.0001,-0.000624629546000488,0.2870450019836426,6.666382e-05,0.2,0.0,0.09318134933710098,-0.05707813650369644,3460,0.20656396746635436
,,,10410,,,,347,-0.28412299999999996,0.72,1.65,39258,0,,,,,,,,,,
10440,0.94,-0.06882451716810464,10440,6335,0,1.2,,,,,,,0.0001,-3.337860137175852e-08,0.09343349933624268,0.0,0.2,0.0,0.09168246388435364,-0.054782624915242197,3470,0.2066461220383644
,,,10440,,,,348,-0.29889161999999997,0.71,1.67,39365,0,,,,,,,,,,
10470,0.84,-0.135532189742662,10470,6354,0,1.36,,,,,,,0.0001,-4.371007156223072e-09,0.3233301043510437,0.0,0.2,0.0,0.11752428114414215,-0.053605950251221654,3480,0.24421324729919433
,,,10470,,,,349,-0.28507502999999995,0.72,1.64,39477,0,,,,,,,,,,
10500,0.84,-0.1751821674918756,10500,6374,0,1.42,,,,,,,0.0001,-1.768271165047963e-08,0.3140665292739868,0.0,0.2,0.0,0.07982166111469269,-0.05318540930747986,3490,0.17835047096014023
,,,10500,,,,350,-0.30209308,0.71,1.65,39602,0,,,,,,,,,,
10530,0.92,-0.07028907793574035,10530,6396,0,1.22,,,,,,,0.0001,2.6921431883764056e-08,0.4608532190322876,0.0,0.2,0.0,0.061574600636959076,-0.05304728895425796,3500,0.132572091370821
,,,10530,,,,351,-0.2463803,0.75,1.58,39707,0,,,,,,,,,,
10560,0.98,-0.027261666683480144,10560,6419,0,1.08,,,,,,,0.0001,-2.8709570987217604e-08,0.10444575548171997,0.0,0.2,0.0,0.059888195246458054,-0.05300875157117844,3510,0.13952769413590432
,,,10560,,,,352,-0.20064065000000003,0.81,1.46,39815,0,,,,,,,,,,
10590,0.98,-0.027909958343952893,10590,6440,0,1.06,,,,,,,0.0001,-8.145968610762112e-09,0.28329288959503174,0.0,0.2,0.0,0.0943053811788559,-0.05300641246140003,3520,0.1992731586098671
,,,10590,,,,353,-0.18784462000000002,0.82,1.43,39912,0,,,,,,,,,,
10620,0.88,-0.11100603760220111,10620,6458,0,1.3,,,,,,,0.0001,-1.9868215694884838e-08,0.4022550582885742,0.0,0.2,0.0,0.059771958738565445,-0.05297415889799595,3530,0.1373988591134548
,,,10620,,,,354,-0.17803033,0.82,1.42,40020,0,,,,,,,,,,
10650,0.9,-0.06965867882594466,10650,6476,0,1.24,,,,,,,0.0001,3.779927970626318e-08,0.26999348402023315,0.0,0.2,0.0,0.07033400237560272,-0.052980489656329156,3540,0.15461203157901765
,,,10650,,,,355,-0.21037149000000008,0.8,1.46,40133,0,,,,,,,,,,
10680,0.9,-0.051248749499209226,10680,6493,0,1.24,,,,,,,0.0001,-1.0331471589353214e-08,0.404321551322937,0.0,0.2,0.0,0.08343952149152756,-0.05297888293862343,3550,0.19326192885637283
,,,10680,,,,356,-0.25860093,0.77,1.53,40237,0,,,,,,,,,,
10710,0.94,-0.029291151193901896,10710,6511,0,1.22,,,,,,,0.0001,3.961225369941701e-09,0.5815244913101196,0.0,0.2,0.0,0.049728091806173325,-0.05296986065804958,3560,0.10508250743150711
,,,10710,,,,357,-0.24259242000000003,0.76,1.59,40336,0,,,,,,,,,,
10740,0.84,-0.11190099481493235,10740,6529,0,1.4,,,,,,,0.0001,-1.47024794117101e-08,0.12440848350524902,0.0,0.2,0.0,0.08275703340768814,-0.05296546891331673,3570,0.187641741335392
,,,10740,,,,358,-0.24527759000000005,0.75,1.64,40449,0,,,,,,,,,,
10770,0.94,-0.06724436450749635,10770,6551,0,1.14,,,,,,,0.0001,-0.001576881726262691,0.5187721848487854,0.00043816963,0.2,0.0,0.035213667899370193,-0.0543186891824007,3580,0.0844809927046299
,,,10770,,,,359,-0.24138869000000004,0.76,1.61,40547,0,,,,,,,,,,
10800,0.88,-0.1305828707618639,10800,6572,0,1.32,,,,,,,0.0001,6.731967160402696e-05,0.01672297716140747,2.0662944e-07,0.2,0.0,0.06775679439306259,-0.05885926373302937,3590,0.14618505239486695
,,,10800,,,,360,-0.17956996999999997,0.81,1.54,40657,0,,,,,,,,,,
10830,0.98,-0.007174450466409326,10830,6588,0,1.06,,,,,,,0.0001,1.0579825149292788e-08,-0.3988184928894043,0.0,0.2,0.0,0.07523428648710251,-0.059946445003151896,3600,0.16374556273221968
,,,10830,,,,361,-0.21187705999999998,0.78,1.61,40758,0,,,,,,,,,,
