Logging to ./LLM_train_results/PPO_LLM_Env-v0_MultiInputPolicy_lr0.0001_ns60_bs256_ep10_ia0_el4_ftfew_shot_20250326-171746
------------------------------------
| env/                  |          |
|    approx_kl            | 0.00022046764 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.94         |
|    explained_variance   | -0.265        |
|    learning_rate        | 0.0001        |
|    loss                 | 0.078         |
|    n_updates            | 30            |
|    policy_gradient_loss | -0.00307      |
|    value_loss           | 0.213         |
-------------------------------------------
-------------------------------------------
| env/                    |               |
|    completion_counter   | 0             |
|    current_idx          | 208           |
|    n_steps              | 300           |
| rollout/                |               |
|    ep_len_mean          | 1.41          |
|    ep_rew_mean          | -0.0753       |
|    success_rate         | 0.9           |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 5             |
|    time_elapsed         | 353           |
|    total_timesteps      | 300           |
| train/                  |               |
|    approx_kl            | 0.00023378829 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.94         |
|    explained_variance   | -0.333        |
|    learning_rate        | 0.0001        |
|    loss                 | 0.0492        |
|    n_updates            | 40            |
|    policy_gradient_loss | -0.00288      |
|    value_loss           | 0.143         |
-------------------------------------------
-------------------------------------------
| env/                    |               |
|    completion_counter   | 0             |
|    current_idx          | 253           |
|    n_steps              | 360           |
| rollout/                |               |
|    ep_len_mean          | 1.3           |
|    ep_rew_mean          | -0.0621       |
|    success_rate         | 0.93          |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 6             |
|    time_elapsed         | 424           |
|    total_timesteps      | 360           |
| train/                  |               |
|    approx_kl            | 0.00015995602 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.94         |
|    explained_variance   | -0.224        |
|    learning_rate        | 0.0001        |
|    loss                 | 0.0661        |
|    n_updates            | 50            |
|    policy_gradient_loss | -0.00203      |
|    value_loss           | 0.192         |
-------------------------------------------
-------------------------------------------
| env/                    |               |
|    completion_counter   | 0             |
|    current_idx          | 291           |
|    n_steps              | 420           |
| rollout/                |               |
|    ep_len_mean          | 1.4           |
|    ep_rew_mean          | -0.105        |
|    success_rate         | 0.89          |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 7             |
|    time_elapsed         | 504           |
|    total_timesteps      | 420           |
| train/                  |               |
|    approx_kl            | 0.00019455353 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.94         |
|    explained_variance   | -0.282        |
|    learning_rate        | 0.0001        |
|    loss                 | 0.043         |
|    n_updates            | 60            |
|    policy_gradient_loss | -0.00296      |
|    value_loss           | 0.131         |
-------------------------------------------
-------------------------------------------
| env/                    |               |
|    completion_counter   | 0             |
|    current_idx          | 330           |
|    n_steps              | 480           |
| rollout/                |               |
|    ep_len_mean          | 1.5           |
|    ep_rew_mean          | -0.15         |
|    success_rate         | 0.85          |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 8             |
|    time_elapsed         | 580           |
|    total_timesteps      | 480           |
| train/                  |               |
|    approx_kl            | 0.00018678606 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.94         |
|    explained_variance   | -0.0885       |
|    learning_rate        | 0.0001        |
|    loss                 | 0.108         |
|    n_updates            | 70            |
|    policy_gradient_loss | -0.00222      |
|    value_loss           | 0.287         |
-------------------------------------------
-------------------------------------------
| env/                    |               |
|    completion_counter   | 0             |
|    current_idx          | 368           |
|    n_steps              | 540           |
| rollout/                |               |
|    ep_len_mean          | 1.58          |
|    ep_rew_mean          | -0.161        |
|    success_rate         | 0.85          |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 9             |
|    time_elapsed         | 655           |
|    total_timesteps      | 540           |
| train/                  |               |
|    approx_kl            | 0.00010579129 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.94         |
|    explained_variance   | 0.147         |
|    learning_rate        | 0.0001        |
|    loss                 | 0.0748        |
|    n_updates            | 80            |
|    policy_gradient_loss | -0.00226      |
|    value_loss           | 0.19          |
-------------------------------------------
-------------------------------------------
| env/                    |               |
|    completion_counter   | 0             |
|    current_idx          | 404           |
|    n_steps              | 600           |
| rollout/                |               |
|    ep_len_mean          | 1.61          |
|    ep_rew_mean          | -0.16         |
|    success_rate         | 0.84          |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 10            |
|    time_elapsed         | 753           |
|    total_timesteps      | 600           |
| train/                  |               |
|    approx_kl            | 0.00012135506 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.94         |
|    explained_variance   | 0.189         |
|    learning_rate        | 0.0001        |
|    loss                 | 0.0494        |
|    n_updates            | 90            |
|    policy_gradient_loss | -0.00167      |
|    value_loss           | 0.137         |
-------------------------------------------
-------------------------------------------
| env/                    |               |
|    completion_counter   | 0             |
|    current_idx          | 442           |
|    n_steps              | 660           |
| rollout/                |               |
|    ep_len_mean          | 1.56          |
|    ep_rew_mean          | -0.135        |
|    success_rate         | 0.86          |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 11            |
|    time_elapsed         | 819           |
|    total_timesteps      | 660           |
| train/                  |               |
|    approx_kl            | 0.00058534543 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.94         |
|    explained_variance   | 0.372         |
|    learning_rate        | 0.0001        |
|    loss                 | 0.0316        |
|    n_updates            | 100           |
|    policy_gradient_loss | -0.00687      |
|    value_loss           | 0.116         |
-------------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 488          |
|    n_steps              | 720          |
| rollout/                |              |
|    ep_len_mean          | 1.41         |
|    ep_rew_mean          | -0.102       |
|    success_rate         | 0.9          |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 12           |
|    time_elapsed         | 890          |
|    total_timesteps      | 720          |
| train/                  |              |
|    approx_kl            | 0.0003948003 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.94        |
|    explained_variance   | 0.0458       |
|    learning_rate        | 0.0001       |
|    loss                 | 0.0692       |
|    n_updates            | 110          |
|    policy_gradient_loss | -0.00295     |
|    value_loss           | 0.19         |
------------------------------------------
-------------------------------------------
| env/                    |               |
|    completion_counter   | 0             |
|    current_idx          | 531           |
|    n_steps              | 780           |
| rollout/                |               |
|    ep_len_mean          | 1.39          |
|    ep_rew_mean          | -0.0823       |
|    success_rate         | 0.92          |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 13            |
|    time_elapsed         | 965           |
|    total_timesteps      | 780           |
| train/                  |               |
|    approx_kl            | 0.00040317277 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.93         |
|    explained_variance   | -0.523        |
|    learning_rate        | 0.0001        |
|    loss                 | 0.0418        |
|    n_updates            | 120           |
|    policy_gradient_loss | -0.00225      |
|    value_loss           | 0.121         |
-------------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 565          |
|    n_steps              | 840          |
| rollout/                |              |
|    ep_len_mean          | 1.51         |
|    ep_rew_mean          | -0.115       |
|    success_rate         | 0.88         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 14           |
|    time_elapsed         | 1048         |
|    total_timesteps      | 840          |
| train/                  |              |
|    approx_kl            | 0.0005181432 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.93        |
|    explained_variance   | 0.106        |
|    learning_rate        | 0.0001       |
|    loss                 | 0.0473       |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.00324     |
|    value_loss           | 0.139        |
------------------------------------------
-------------------------------------------
| env/                    |               |
|    completion_counter   | 0             |
|    current_idx          | 605           |
|    n_steps              | 900           |
| rollout/                |               |
|    ep_len_mean          | 1.49          |
|    ep_rew_mean          | -0.0851       |
|    success_rate         | 0.89          |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 15            |
|    time_elapsed         | 1126          |
|    total_timesteps      | 900           |
| train/                  |               |
|    approx_kl            | 0.00023846129 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.92         |
|    explained_variance   | 0.00605       |
|    learning_rate        | 0.0001        |
|    loss                 | 0.0675        |
|    n_updates            | 140           |
|    policy_gradient_loss | -0.000867     |
|    value_loss           | 0.181         |
-------------------------------------------
-------------------------------------------
| env/                    |               |
|    completion_counter   | 0             |
|    current_idx          | 649           |
|    n_steps              | 960           |
| rollout/                |               |
|    ep_len_mean          | 1.48          |
|    ep_rew_mean          | -0.0966       |
|    success_rate         | 0.9           |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 16            |
|    time_elapsed         | 1196          |
|    total_timesteps      | 960           |
| train/                  |               |
|    approx_kl            | 0.00017739336 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.92         |
|    explained_variance   | -0.0787       |
|    learning_rate        | 0.0001        |
|    loss                 | 0.0398        |
|    n_updates            | 150           |
|    policy_gradient_loss | -0.0013       |
|    value_loss           | 0.108         |
-------------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 693          |
|    n_steps              | 1020         |
| rollout/                |              |
|    ep_len_mean          | 1.41         |
|    ep_rew_mean          | -0.0742      |
|    success_rate         | 0.91         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 17           |
|    time_elapsed         | 1265         |
|    total_timesteps      | 1020         |
| train/                  |              |
|    approx_kl            | 0.0007025232 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.91        |
|    explained_variance   | 0.251        |
|    learning_rate        | 0.0001       |
|    loss                 | 0.0295       |
|    n_updates            | 160          |
|    policy_gradient_loss | -0.00642     |
|    value_loss           | 0.105        |
------------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 734         |
|    n_steps              | 1080        |
| rollout/                |             |
|    ep_len_mean          | 1.41        |
|    ep_rew_mean          | -0.0839     |
|    success_rate         | 0.92        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 18          |
|    time_elapsed         | 1332        |
|    total_timesteps      | 1080        |
| train/                  |             |
|    approx_kl            | 0.001379315 |
|    clip_fraction        | 0           |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.91       |
|    explained_variance   | 0.0552      |
|    learning_rate        | 0.0001      |
|    loss                 | 0.0287      |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.00745    |
|    value_loss           | 0.106       |
-----------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 772          |
|    n_steps              | 1140         |
| rollout/                |              |
|    ep_len_mean          | 1.5          |
|    ep_rew_mean          | -0.115       |
|    success_rate         | 0.89         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 19           |
|    time_elapsed         | 1410         |
|    total_timesteps      | 1140         |
| train/                  |              |
|    approx_kl            | 0.0009481301 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.89        |
|    explained_variance   | 0.063        |
|    learning_rate        | 0.0001       |
|    loss                 | 0.0565       |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.00304     |
|    value_loss           | 0.158        |
------------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 815          |
|    n_steps              | 1200         |
| rollout/                |              |
|    ep_len_mean          | 1.49         |
|    ep_rew_mean          | -0.114       |
|    success_rate         | 0.89         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 20           |
|    time_elapsed         | 1483         |
|    total_timesteps      | 1200         |
| train/                  |              |
|    approx_kl            | 0.0010638416 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.88        |
|    explained_variance   | -0.155       |
|    learning_rate        | 0.0001       |
|    loss                 | 0.0839       |
|    n_updates            | 190          |
|    policy_gradient_loss | -0.00692     |
|    value_loss           | 0.219        |
------------------------------------------
-------------------------------------------
| env/                    |               |
|    completion_counter   | 0             |
|    current_idx          | 858           |
|    n_steps              | 1260          |
| rollout/                |               |
|    ep_len_mean          | 1.46          |
|    ep_rew_mean          | -0.116        |
|    success_rate         | 0.89          |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 21            |
|    time_elapsed         | 1558          |
|    total_timesteps      | 1260          |
| train/                  |               |
|    approx_kl            | 0.00073163805 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.87         |
|    explained_variance   | -0.142        |
|    learning_rate        | 0.0001        |
|    loss                 | 0.0688        |
|    n_updates            | 200           |
|    policy_gradient_loss | -0.00202      |
|    value_loss           | 0.178         |
-------------------------------------------
-------------------------------------------
| env/                    |               |
|    completion_counter   | 0             |
|    current_idx          | 904           |
|    n_steps              | 1320          |
| rollout/                |               |
|    ep_len_mean          | 1.37          |
|    ep_rew_mean          | -0.078        |
|    success_rate         | 0.93          |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 22            |
|    time_elapsed         | 1638          |
|    total_timesteps      | 1320          |
| train/                  |               |
|    approx_kl            | 0.00064266723 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.88         |
|    explained_variance   | 0.0349        |
|    learning_rate        | 0.0001        |
|    loss                 | 0.0464        |
|    n_updates            | 210           |
|    policy_gradient_loss | -0.00365      |
|    value_loss           | 0.144         |
-------------------------------------------
-------------------------------------------
| env/                    |               |
|    completion_counter   | 0             |
|    current_idx          | 942           |
|    n_steps              | 1380          |
| rollout/                |               |
|    ep_len_mean          | 1.36          |
|    ep_rew_mean          | -0.0777       |
|    success_rate         | 0.92          |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 23            |
|    time_elapsed         | 1717          |
|    total_timesteps      | 1380          |
| train/                  |               |
|    approx_kl            | 0.00034620165 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.89         |
|    explained_variance   | 0.292         |
|    learning_rate        | 0.0001        |
|    loss                 | 0.0376        |
|    n_updates            | 220           |
|    policy_gradient_loss | -0.00236      |
|    value_loss           | 0.106         |
-------------------------------------------
-------------------------------------------
| env/                    |               |
|    completion_counter   | 0             |
|    current_idx          | 976           |
|    n_steps              | 1440          |
| rollout/                |               |
|    ep_len_mean          | 1.54          |
|    ep_rew_mean          | -0.139        |
|    success_rate         | 0.85          |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 24            |
|    time_elapsed         | 1786          |
|    total_timesteps      | 1440          |
| train/                  |               |
|    approx_kl            | 0.00055807235 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.88         |
|    explained_variance   | 0.0898        |
|    learning_rate        | 0.0001        |
|    loss                 | 0.0438        |
|    n_updates            | 230           |
|    policy_gradient_loss | -0.00346      |
|    value_loss           | 0.12          |
-------------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1014        |
|    n_steps              | 1500        |
| rollout/                |             |
|    ep_len_mean          | 1.61        |
|    ep_rew_mean          | -0.151      |
|    success_rate         | 0.84        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 25          |
|    time_elapsed         | 1859        |
|    total_timesteps      | 1500        |
| train/                  |             |
|    approx_kl            | 7.73857e-05 |
|    clip_fraction        | 0           |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.88       |
|    explained_variance   | 0.27        |
|    learning_rate        | 0.0001      |
|    loss                 | 0.0725      |
|    n_updates            | 240         |
|    policy_gradient_loss | 0.00136     |
|    value_loss           | 0.182       |
-----------------------------------------
-------------------------------------------
| env/                    |               |
|    completion_counter   | 0             |
|    current_idx          | 1058          |
|    n_steps              | 1560          |
| rollout/                |               |
|    ep_len_mean          | 1.43          |
|    ep_rew_mean          | -0.0748       |
|    success_rate         | 0.92          |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 26            |
|    time_elapsed         | 1926          |
|    total_timesteps      | 1560          |
| train/                  |               |
|    approx_kl            | 0.00014672776 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.88         |
|    explained_variance   | 0.279         |
|    learning_rate        | 0.0001        |
|    loss                 | 0.0561        |
|    n_updates            | 250           |
|    policy_gradient_loss | -0.00146      |
|    value_loss           | 0.162         |
-------------------------------------------
-------------------------------------------
| env/                    |               |
|    completion_counter   | 0             |
|    current_idx          | 1101          |
|    n_steps              | 1620          |
| rollout/                |               |
|    ep_len_mean          | 1.41          |
|    ep_rew_mean          | -0.0739       |
|    success_rate         | 0.91          |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 27            |
|    time_elapsed         | 1999          |
|    total_timesteps      | 1620          |
| train/                  |               |
|    approx_kl            | 0.00054029323 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.88         |
|    explained_variance   | -0.944        |
|    learning_rate        | 0.0001        |
|    loss                 | 0.0337        |
|    n_updates            | 260           |
|    policy_gradient_loss | -0.00464      |
|    value_loss           | 0.102         |
-------------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 1145         |
|    n_steps              | 1680         |
| rollout/                |              |
|    ep_len_mean          | 1.37         |
|    ep_rew_mean          | -0.0939      |
|    success_rate         | 0.91         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 28           |
|    time_elapsed         | 2071         |
|    total_timesteps      | 1680         |
| train/                  |              |
|    approx_kl            | 0.0005987922 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.86        |
|    explained_variance   | 0.529        |
|    learning_rate        | 0.0001       |
|    loss                 | 0.0297       |
|    n_updates            | 270          |
|    policy_gradient_loss | -0.00422     |
|    value_loss           | 0.11         |
------------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 1180         |
|    n_steps              | 1740         |
| rollout/                |              |
|    ep_len_mean          | 1.41         |
|    ep_rew_mean          | -0.0949      |
|    success_rate         | 0.91         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 29           |
|    time_elapsed         | 2138         |
|    total_timesteps      | 1740         |
| train/                  |              |
|    approx_kl            | 0.0008051336 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.85        |
|    explained_variance   | 0.347        |
|    learning_rate        | 0.0001       |
|    loss                 | 0.0292       |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.00541     |
|    value_loss           | 0.0972       |
------------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 1216         |
|    n_steps              | 1800         |
| rollout/                |              |
|    ep_len_mean          | 1.54         |
|    ep_rew_mean          | -0.116       |
|    success_rate         | 0.87         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 30           |
|    time_elapsed         | 2213         |
|    total_timesteps      | 1800         |
| train/                  |              |
|    approx_kl            | 0.0016470521 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.84        |
|    explained_variance   | 0.118        |
|    learning_rate        | 0.0001       |
|    loss                 | 0.0584       |
|    n_updates            | 290          |
|    policy_gradient_loss | -0.0106      |
|    value_loss           | 0.179        |
------------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 1261         |
|    n_steps              | 1860         |
| rollout/                |              |
|    ep_len_mean          | 1.5          |
|    ep_rew_mean          | -0.0766      |
|    success_rate         | 0.9          |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 31           |
|    time_elapsed         | 2282         |
|    total_timesteps      | 1860         |
| train/                  |              |
|    approx_kl            | 0.0019847106 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.8         |
|    explained_variance   | 0.0391       |
|    learning_rate        | 0.0001       |
|    loss                 | 0.0433       |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.00578     |
|    value_loss           | 0.134        |
------------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 1308         |
|    n_steps              | 1920         |
| rollout/                |              |
|    ep_len_mean          | 1.35         |
|    ep_rew_mean          | -0.0633      |
|    success_rate         | 0.93         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 32           |
|    time_elapsed         | 2360         |
|    total_timesteps      | 1920         |
| train/                  |              |
|    approx_kl            | 0.0011158476 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.78        |
|    explained_variance   | -0.0568      |
|    learning_rate        | 0.0001       |
|    loss                 | 0.00854      |
|    n_updates            | 310          |
|    policy_gradient_loss | -0.0037      |
|    value_loss           | 0.051        |
------------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1349        |
|    n_steps              | 1980        |
| rollout/                |             |
|    ep_len_mean          | 1.3         |
|    ep_rew_mean          | -0.0417     |
|    success_rate         | 0.94        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 33          |
|    time_elapsed         | 2428        |
|    total_timesteps      | 1980        |
| train/                  |             |
|    approx_kl            | 0.001329264 |
|    clip_fraction        | 0           |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.74       |
|    explained_variance   | 0.0509      |
|    learning_rate        | 0.0001      |
|    loss                 | 0.0422      |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.00787    |
|    value_loss           | 0.15        |
-----------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 1396         |
|    n_steps              | 2040         |
| rollout/                |              |
|    ep_len_mean          | 1.33         |
|    ep_rew_mean          | -0.0415      |
|    success_rate         | 0.93         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 34           |
|    time_elapsed         | 2505         |
|    total_timesteps      | 2040         |
| train/                  |              |
|    approx_kl            | 0.0019442796 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.7         |
|    explained_variance   | -0.616       |
|    learning_rate        | 0.0001       |
|    loss                 | 0.00193      |
|    n_updates            | 330          |
|    policy_gradient_loss | -0.0112      |
|    value_loss           | 0.0695       |
------------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 1438         |
|    n_steps              | 2100         |
| rollout/                |              |
|    ep_len_mean          | 1.34         |
|    ep_rew_mean          | -0.0811      |
|    success_rate         | 0.92         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 35           |
|    time_elapsed         | 2576         |
|    total_timesteps      | 2100         |
| train/                  |              |
|    approx_kl            | 0.0020297638 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.65        |
|    explained_variance   | -0.0968      |
|    learning_rate        | 0.0001       |
|    loss                 | 0.0384       |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.00685     |
|    value_loss           | 0.12         |
------------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 1484         |
|    n_steps              | 2160         |
| rollout/                |              |
|    ep_len_mean          | 1.34         |
|    ep_rew_mean          | -0.0606      |
|    success_rate         | 0.94         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 36           |
|    time_elapsed         | 2649         |
|    total_timesteps      | 2160         |
| train/                  |              |
|    approx_kl            | 0.0005192101 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.6         |
|    explained_variance   | 0.00212      |
|    learning_rate        | 0.0001       |
|    loss                 | 0.0645       |
|    n_updates            | 350          |
|    policy_gradient_loss | -0.001       |
|    value_loss           | 0.161        |
------------------------------------------
-------------------------------------------
| env/                    |               |
|    completion_counter   | 0             |
|    current_idx          | 1521          |
|    n_steps              | 2220          |
| rollout/                |               |
|    ep_len_mean          | 1.41          |
|    ep_rew_mean          | -0.0749       |
|    success_rate         | 0.92          |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 37            |
|    time_elapsed         | 2733          |
|    total_timesteps      | 2220          |
| train/                  |               |
|    approx_kl            | 0.00035200614 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.59         |
|    explained_variance   | 0.132         |
|    learning_rate        | 0.0001        |
|    loss                 | 0.0228        |
|    n_updates            | 360           |
|    policy_gradient_loss | -0.000673     |
|    value_loss           | 0.0819        |
-------------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 1560         |
|    n_steps              | 2280         |
| rollout/                |              |
|    ep_len_mean          | 1.5          |
|    ep_rew_mean          | -0.127       |
|    success_rate         | 0.88         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 38           |
|    time_elapsed         | 2808         |
|    total_timesteps      | 2280         |
| train/                  |              |
|    approx_kl            | 0.0002390802 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.59        |
|    explained_variance   | 0.249        |
|    learning_rate        | 0.0001       |
|    loss                 | 0.059        |
|    n_updates            | 370          |
|    policy_gradient_loss | -0.00273     |
|    value_loss           | 0.157        |
------------------------------------------
------------------------------------------
| env/                    |              |
|    completion_counter   | 0            |
|    current_idx          | 1606         |
|    n_steps              | 2340         |
| rollout/                |              |
|    ep_len_mean          | 1.47         |
|    ep_rew_mean          | -0.114       |
|    success_rate         | 0.87         |
