Logging to ./LLM_train_results/PPO_LLM_Env-v0_MultiInputPolicy_lr0.001_ns60_bs256_ep10_ia0_el4_ftfew_shot_20250326-133123
------------------------------------
| env/                  |          |
|    fps                  | 0          |
|    iterations           | 13         |
|    time_elapsed         | 943        |
|    total_timesteps      | 780        |
| train/                  |            |
|    approx_kl            | 0.02753466 |
|    clip_fraction        | 0.18       |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.69      |
|    explained_variance   | -0.225     |
|    learning_rate        | 0.001      |
|    loss                 | -0.0453    |
|    n_updates            | 120        |
|    policy_gradient_loss | -0.0576    |
|    value_loss           | 0.204      |
----------------------------------------
