Logging to ./LLM_train_results/PPO_LLM_Env-v0_MultiInputPolicy_lr0.0001_ns60_bs256_ep50_ia0_el4_ftzero_shot_20250326-213443
------------------------------------
| env/                  |          |
|    completion_counter   | 0           |
|    current_idx          | 365         |
|    n_steps              | 540         |
| rollout/                |             |
|    ep_len_mean          | 1.43        |
|    ep_rew_mean          | -0.104      |
|    success_rate         | 0.9         |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 9           |
|    time_elapsed         | 642         |
|    total_timesteps      | 540         |
| train/                  |             |
|    approx_kl            | 0.018767038 |
|    clip_fraction        | 0.172       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.88       |
|    explained_variance   | 0.095       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.123      |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.0706     |
|    value_loss           | 0.0451      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 409         |
|    n_steps              | 600         |
| rollout/                |             |
|    ep_len_mean          | 1.34        |
|    ep_rew_mean          | -0.0869     |
|    success_rate         | 0.91        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 10          |
|    time_elapsed         | 716         |
|    total_timesteps      | 600         |
| train/                  |             |
|    approx_kl            | 0.012588694 |
|    clip_fraction        | 0.133       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.86       |
|    explained_variance   | -0.306      |
|    learning_rate        | 0.0001      |
|    loss                 | -0.109      |
|    n_updates            | 450         |
|    policy_gradient_loss | -0.0592     |
|    value_loss           | 0.0548      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 456         |
|    n_steps              | 660         |
| rollout/                |             |
|    ep_len_mean          | 1.37        |
|    ep_rew_mean          | -0.087      |
|    success_rate         | 0.91        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 11          |
|    time_elapsed         | 790         |
|    total_timesteps      | 660         |
| train/                  |             |
|    approx_kl            | 0.020024141 |
|    clip_fraction        | 0.304       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.88       |
|    explained_variance   | 0.328       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.127      |
|    n_updates            | 500         |
|    policy_gradient_loss | -0.0837     |
|    value_loss           | 0.0507      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 496         |
|    n_steps              | 720         |
| rollout/                |             |
|    ep_len_mean          | 1.35        |
|    ep_rew_mean          | -0.102      |
|    success_rate         | 0.91        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 12          |
|    time_elapsed         | 858         |
|    total_timesteps      | 720         |
| train/                  |             |
|    approx_kl            | 0.018627642 |
|    clip_fraction        | 0.281       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.85       |
|    explained_variance   | -0.0582     |
|    learning_rate        | 0.0001      |
|    loss                 | -0.114      |
|    n_updates            | 550         |
|    policy_gradient_loss | -0.0768     |
|    value_loss           | 0.043       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 538         |
|    n_steps              | 780         |
| rollout/                |             |
|    ep_len_mean          | 1.41        |
|    ep_rew_mean          | -0.114      |
|    success_rate         | 0.89        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 13          |
|    time_elapsed         | 928         |
|    total_timesteps      | 780         |
| train/                  |             |
|    approx_kl            | 0.019601537 |
|    clip_fraction        | 0.225       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.82       |
|    explained_variance   | 0.252       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.136      |
|    n_updates            | 600         |
|    policy_gradient_loss | -0.0769     |
|    value_loss           | 0.0583      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 579         |
|    n_steps              | 840         |
| rollout/                |             |
|    ep_len_mean          | 1.47        |
|    ep_rew_mean          | -0.126      |
|    success_rate         | 0.88        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 14          |
|    time_elapsed         | 996         |
|    total_timesteps      | 840         |
| train/                  |             |
|    approx_kl            | 0.019498078 |
|    clip_fraction        | 0.171       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.82       |
|    explained_variance   | 0.112       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.126      |
|    n_updates            | 650         |
|    policy_gradient_loss | -0.0766     |
|    value_loss           | 0.0395      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 614         |
|    n_steps              | 900         |
| rollout/                |             |
|    ep_len_mean          | 1.55        |
|    ep_rew_mean          | -0.12       |
|    success_rate         | 0.87        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 15          |
|    time_elapsed         | 1075        |
|    total_timesteps      | 900         |
| train/                  |             |
|    approx_kl            | 0.017896654 |
|    clip_fraction        | 0.279       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.78       |
|    explained_variance   | -0.144      |
|    learning_rate        | 0.0001      |
|    loss                 | -0.124      |
|    n_updates            | 700         |
|    policy_gradient_loss | -0.0803     |
|    value_loss           | 0.0911      |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 657        |
|    n_steps              | 960        |
| rollout/                |            |
|    ep_len_mean          | 1.55       |
|    ep_rew_mean          | -0.13      |
|    success_rate         | 0.86       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 16         |
|    time_elapsed         | 1145       |
|    total_timesteps      | 960        |
| train/                  |            |
|    approx_kl            | 0.02537747 |
|    clip_fraction        | 0.281      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.78      |
|    explained_variance   | 0.00956    |
|    learning_rate        | 0.0001     |
|    loss                 | -0.137     |
|    n_updates            | 750        |
|    policy_gradient_loss | -0.0864    |
|    value_loss           | 0.0629     |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 700         |
|    n_steps              | 1020        |
| rollout/                |             |
|    ep_len_mean          | 1.5         |
|    ep_rew_mean          | -0.0957     |
|    success_rate         | 0.87        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 17          |
|    time_elapsed         | 1226        |
|    total_timesteps      | 1020        |
| train/                  |             |
|    approx_kl            | 0.023999114 |
|    clip_fraction        | 0.346       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.79       |
|    explained_variance   | -0.14       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.124      |
|    n_updates            | 800         |
|    policy_gradient_loss | -0.0888     |
|    value_loss           | 0.0525      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 738         |
|    n_steps              | 1080        |
| rollout/                |             |
|    ep_len_mean          | 1.48        |
|    ep_rew_mean          | -0.113      |
|    success_rate         | 0.87        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 18          |
|    time_elapsed         | 1295        |
|    total_timesteps      | 1080        |
| train/                  |             |
|    approx_kl            | 0.026431004 |
|    clip_fraction        | 0.356       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.79       |
|    explained_variance   | 0.225       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.128      |
|    n_updates            | 850         |
|    policy_gradient_loss | -0.0862     |
|    value_loss           | 0.0426      |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 781        |
|    n_steps              | 1140       |
| rollout/                |            |
|    ep_len_mean          | 1.45       |
|    ep_rew_mean          | -0.114     |
|    success_rate         | 0.88       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 19         |
|    time_elapsed         | 1364       |
|    total_timesteps      | 1140       |
| train/                  |            |
|    approx_kl            | 0.02183315 |
|    clip_fraction        | 0.276      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.82      |
|    explained_variance   | 0.11       |
|    learning_rate        | 0.0001     |
|    loss                 | -0.14      |
|    n_updates            | 900        |
|    policy_gradient_loss | -0.0879    |
|    value_loss           | 0.0636     |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 825         |
|    n_steps              | 1200        |
| rollout/                |             |
|    ep_len_mean          | 1.45        |
|    ep_rew_mean          | -0.114      |
|    success_rate         | 0.88        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 20          |
|    time_elapsed         | 1439        |
|    total_timesteps      | 1200        |
| train/                  |             |
|    approx_kl            | 0.022272248 |
|    clip_fraction        | 0.315       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.8        |
|    explained_variance   | -0.0688     |
|    learning_rate        | 0.0001      |
|    loss                 | -0.128      |
|    n_updates            | 950         |
|    policy_gradient_loss | -0.0876     |
|    value_loss           | 0.0639      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 866         |
|    n_steps              | 1260        |
| rollout/                |             |
|    ep_len_mean          | 1.42        |
|    ep_rew_mean          | -0.112      |
|    success_rate         | 0.9         |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 21          |
|    time_elapsed         | 1508        |
|    total_timesteps      | 1260        |
| train/                  |             |
|    approx_kl            | 0.025761176 |
|    clip_fraction        | 0.308       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.79       |
|    explained_variance   | 0.0106      |
|    learning_rate        | 0.0001      |
|    loss                 | -0.125      |
|    n_updates            | 1000        |
|    policy_gradient_loss | -0.0799     |
|    value_loss           | 0.0499      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 907         |
|    n_steps              | 1320        |
| rollout/                |             |
|    ep_len_mean          | 1.52        |
|    ep_rew_mean          | -0.136      |
|    success_rate         | 0.87        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 22          |
|    time_elapsed         | 1582        |
|    total_timesteps      | 1320        |
| train/                  |             |
|    approx_kl            | 0.024070656 |
|    clip_fraction        | 0.205       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.77       |
|    explained_variance   | -0.0291     |
|    learning_rate        | 0.0001      |
|    loss                 | -0.148      |
|    n_updates            | 1050        |
|    policy_gradient_loss | -0.0794     |
|    value_loss           | 0.0912      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 948         |
|    n_steps              | 1380        |
| rollout/                |             |
|    ep_len_mean          | 1.41        |
|    ep_rew_mean          | -0.0947     |
|    success_rate         | 0.9         |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 23          |
|    time_elapsed         | 1646        |
|    total_timesteps      | 1380        |
| train/                  |             |
|    approx_kl            | 0.030315118 |
|    clip_fraction        | 0.302       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.76       |
|    explained_variance   | 0.282       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.14       |
|    n_updates            | 1100        |
|    policy_gradient_loss | -0.095      |
|    value_loss           | 0.0362      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 987         |
|    n_steps              | 1440        |
| rollout/                |             |
|    ep_len_mean          | 1.51        |
|    ep_rew_mean          | -0.12       |
|    success_rate         | 0.88        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 24          |
|    time_elapsed         | 1712        |
|    total_timesteps      | 1440        |
| train/                  |             |
|    approx_kl            | 0.020243498 |
|    clip_fraction        | 0.215       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.69       |
|    explained_variance   | -0.223      |
|    learning_rate        | 0.0001      |
|    loss                 | -0.136      |
|    n_updates            | 1150        |
|    policy_gradient_loss | -0.083      |
|    value_loss           | 0.0602      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1033        |
|    n_steps              | 1500        |
| rollout/                |             |
|    ep_len_mean          | 1.47        |
|    ep_rew_mean          | -0.106      |
|    success_rate         | 0.9         |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 25          |
|    time_elapsed         | 1791        |
|    total_timesteps      | 1500        |
| train/                  |             |
|    approx_kl            | 0.028766489 |
|    clip_fraction        | 0.296       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.68       |
|    explained_variance   | 0.131       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.151      |
|    n_updates            | 1200        |
|    policy_gradient_loss | -0.0912     |
|    value_loss           | 0.0687      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1070        |
|    n_steps              | 1560        |
| rollout/                |             |
|    ep_len_mean          | 1.5         |
|    ep_rew_mean          | -0.117      |
|    success_rate         | 0.9         |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 26          |
|    time_elapsed         | 1864        |
|    total_timesteps      | 1560        |
| train/                  |             |
|    approx_kl            | 0.029823901 |
|    clip_fraction        | 0.37        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.67       |
|    explained_variance   | -0.822      |
|    learning_rate        | 0.0001      |
|    loss                 | -0.132      |
|    n_updates            | 1250        |
|    policy_gradient_loss | -0.0901     |
|    value_loss           | 0.0525      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1117        |
|    n_steps              | 1620        |
| rollout/                |             |
|    ep_len_mean          | 1.4         |
|    ep_rew_mean          | -0.0734     |
|    success_rate         | 0.92        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 27          |
|    time_elapsed         | 1936        |
|    total_timesteps      | 1620        |
| train/                  |             |
|    approx_kl            | 0.021875203 |
|    clip_fraction        | 0.22        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.63       |
|    explained_variance   | 0.0321      |
|    learning_rate        | 0.0001      |
|    loss                 | -0.123      |
|    n_updates            | 1300        |
|    policy_gradient_loss | -0.0733     |
|    value_loss           | 0.101       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1158        |
|    n_steps              | 1680        |
| rollout/                |             |
|    ep_len_mean          | 1.37        |
|    ep_rew_mean          | -0.0738     |
|    success_rate         | 0.91        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 28          |
|    time_elapsed         | 1999        |
|    total_timesteps      | 1680        |
| train/                  |             |
|    approx_kl            | 0.019077403 |
|    clip_fraction        | 0.251       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.63       |
|    explained_variance   | -1.03       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.109      |
|    n_updates            | 1350        |
|    policy_gradient_loss | -0.0698     |
|    value_loss           | 0.0411      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1192        |
|    n_steps              | 1740        |
| rollout/                |             |
|    ep_len_mean          | 1.5         |
|    ep_rew_mean          | -0.0959     |
|    success_rate         | 0.87        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 29          |
|    time_elapsed         | 2067        |
|    total_timesteps      | 1740        |
| train/                  |             |
|    approx_kl            | 0.018178081 |
|    clip_fraction        | 0.305       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.67       |
|    explained_variance   | 0.0971      |
|    learning_rate        | 0.0001      |
|    loss                 | -0.126      |
|    n_updates            | 1400        |
|    policy_gradient_loss | -0.0801     |
|    value_loss           | 0.0614      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1228        |
|    n_steps              | 1800        |
| rollout/                |             |
|    ep_len_mean          | 1.66        |
|    ep_rew_mean          | -0.137      |
|    success_rate         | 0.82        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 30          |
|    time_elapsed         | 2132        |
|    total_timesteps      | 1800        |
| train/                  |             |
|    approx_kl            | 0.030715434 |
|    clip_fraction        | 0.3         |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.63       |
|    explained_variance   | 0.137       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.131      |
|    n_updates            | 1450        |
|    policy_gradient_loss | -0.0873     |
|    value_loss           | 0.0541      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1266        |
|    n_steps              | 1860        |
| rollout/                |             |
|    ep_len_mean          | 1.7         |
|    ep_rew_mean          | -0.116      |
|    success_rate         | 0.82        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 31          |
|    time_elapsed         | 2195        |
|    total_timesteps      | 1860        |
| train/                  |             |
|    approx_kl            | 0.038164258 |
|    clip_fraction        | 0.373       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.62       |
|    explained_variance   | -0.0919     |
|    learning_rate        | 0.0001      |
|    loss                 | -0.154      |
|    n_updates            | 1500        |
|    policy_gradient_loss | -0.0997     |
|    value_loss           | 0.059       |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1310        |
|    n_steps              | 1920        |
| rollout/                |             |
|    ep_len_mean          | 1.55        |
|    ep_rew_mean          | -0.114      |
|    success_rate         | 0.86        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 32          |
|    time_elapsed         | 2268        |
|    total_timesteps      | 1920        |
| train/                  |             |
|    approx_kl            | 0.024821302 |
|    clip_fraction        | 0.316       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.54       |
|    explained_variance   | 0.183       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.111      |
|    n_updates            | 1550        |
|    policy_gradient_loss | -0.0778     |
|    value_loss           | 0.0274      |
-----------------------------------------
----------------------------------------
| env/                    |            |
|    completion_counter   | 0          |
|    current_idx          | 1359       |
|    n_steps              | 1980       |
| rollout/                |            |
|    ep_len_mean          | 1.32       |
|    ep_rew_mean          | -0.0911    |
|    success_rate         | 0.91       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 33         |
|    time_elapsed         | 2336       |
|    total_timesteps      | 1980       |
| train/                  |            |
|    approx_kl            | 0.03614217 |
|    clip_fraction        | 0.28       |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.55      |
|    explained_variance   | 0.121      |
|    learning_rate        | 0.0001     |
|    loss                 | -0.13      |
|    n_updates            | 1600       |
|    policy_gradient_loss | -0.0854    |
|    value_loss           | 0.0723     |
----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1399        |
|    n_steps              | 2040        |
| rollout/                |             |
|    ep_len_mean          | 1.32        |
|    ep_rew_mean          | -0.101      |
|    success_rate         | 0.91        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 34          |
|    time_elapsed         | 2412        |
|    total_timesteps      | 2040        |
| train/                  |             |
|    approx_kl            | 0.025972558 |
|    clip_fraction        | 0.357       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.42       |
|    explained_variance   | 0.303       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.123      |
|    n_updates            | 1650        |
|    policy_gradient_loss | -0.0821     |
|    value_loss           | 0.0382      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1443        |
|    n_steps              | 2100        |
| rollout/                |             |
|    ep_len_mean          | 1.44        |
|    ep_rew_mean          | -0.115      |
|    success_rate         | 0.88        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 35          |
|    time_elapsed         | 2488        |
|    total_timesteps      | 2100        |
| train/                  |             |
|    approx_kl            | 0.025639825 |
|    clip_fraction        | 0.254       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.37       |
|    explained_variance   | 0.148       |
|    learning_rate        | 0.0001      |
|    loss                 | -0.118      |
|    n_updates            | 1700        |
|    policy_gradient_loss | -0.0745     |
|    value_loss           | 0.0803      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1483        |
|    n_steps              | 2160        |
| rollout/                |             |
|    ep_len_mean          | 1.44        |
|    ep_rew_mean          | -0.0856     |
|    success_rate         | 0.89        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 36          |
|    time_elapsed         | 2561        |
|    total_timesteps      | 2160        |
| train/                  |             |
|    approx_kl            | 0.038785405 |
|    clip_fraction        | 0.256       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.23       |
|    explained_variance   | -0.566      |
|    learning_rate        | 0.0001      |
|    loss                 | -0.11       |
|    n_updates            | 1750        |
|    policy_gradient_loss | -0.0756     |
|    value_loss           | 0.0675      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1527        |
|    n_steps              | 2220        |
| rollout/                |             |
|    ep_len_mean          | 1.38        |
|    ep_rew_mean          | -0.073      |
|    success_rate         | 0.9         |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 37          |
|    time_elapsed         | 2637        |
|    total_timesteps      | 2220        |
| train/                  |             |
|    approx_kl            | 0.031906262 |
|    clip_fraction        | 0.284       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.37       |
|    explained_variance   | -0.0332     |
|    learning_rate        | 0.0001      |
|    loss                 | -0.114      |
|    n_updates            | 1800        |
|    policy_gradient_loss | -0.0796     |
|    value_loss           | 0.0373      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1573        |
|    n_steps              | 2280        |
| rollout/                |             |
|    ep_len_mean          | 1.35        |
|    ep_rew_mean          | -0.0903     |
|    success_rate         | 0.89        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 38          |
|    time_elapsed         | 2716        |
|    total_timesteps      | 2280        |
| train/                  |             |
|    approx_kl            | 0.021455366 |
|    clip_fraction        | 0.228       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.22       |
|    explained_variance   | -0.221      |
|    learning_rate        | 0.0001      |
|    loss                 | -0.113      |
|    n_updates            | 1850        |
|    policy_gradient_loss | -0.0665     |
|    value_loss           | 0.0509      |
-----------------------------------------
-----------------------------------------
| env/                    |             |
|    completion_counter   | 0           |
|    current_idx          | 1614        |
|    n_steps              | 2340        |
